Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
LAPHROAIG CAIRDEAS 2014 AMONTILLADO CASK EDITION,https://distiller.com/spirits/laphroaig-cairdeas-2014,116,Laphroaig,spirit-cost cost-3,8 YEAR,51.4,RICH & FULL BODIED,"{""smoky"":40,""peaty"":40,""spicy"":15,""herbal"":20,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":15,""salty"":20,""vanilla"":15,""tart"":0,""fruity"":5,""floral"":10}"
ARDBEG DRUM,https://distiller.com/spirits/ardbeg-drum,121,Ardbeg,spirit-cost cost-4,NAS,46.0,RICH,"{""smoky"":35,""peaty"":25,""spicy"":30,""herbal"":10,""oily"":40,""full_bodied"":35,""rich"":40,""sweet"":30,""briny"":10,""salty"":20,""vanilla"":25,""tart"":10,""fruity"":35,""floral"":5}"
THE BALVENIE PEAT WEEK 14 YEAR (2003 EDITION),https://distiller.com/spirits/the-balvenie-peat-week-14-year-2003-edition,124,The Balvenie,spirit-cost cost-4,14 YEAR,48.3,NA,NA
HIGHLAND PARK 30 YEAR,https://distiller.com/spirits/highland-park-30,114,Highland Park,spirit-cost cost-5,30 YEAR,48.1,SWEET & RICH,"{""smoky"":50,""peaty"":50,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":30,""salty"":50,""vanilla"":50,""tart"":20,""fruity"":60,""floral"":40}"
OCTOMORE 07.3/169 ISLAY BARLEY,https://distiller.com/spirits/octomore-7-3-169-islay-barley,111,Octomore,spirit-cost cost-5,5 YEAR,63.0,PEATY & BRINY,"{""smoky"":70,""peaty"":100,""spicy"":20,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":60,""sweet"":50,""briny"":80,""salty"":60,""vanilla"":30,""tart"":20,""fruity"":30,""floral"":20}"
HIGHLAND PARK VALKNUT,https://distiller.com/spirits/highland-park-valknut,111,Highland Park,spirit-cost cost-3,NAS,46.8,SMOKY & FULL BODIED,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":50,""oily"":70,""full_bodied"":70,""rich"":60,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":50,""tart"":0,""fruity"":50,""floral"":20}"
JURA 12 YEAR,https://distiller.com/spirits/jura-12-year,113,Jura,spirit-cost cost-3,12 YEAR,40.0,NA,NA
GLEN DEVERON 16 YEAR,https://distiller.com/spirits/glen-deveron-16-year,105,Macduff Distillery,spirit-cost cost-3,16 YEAR,40.0,FRUITY & SPICY,"{""smoky"":50,""peaty"":50,""spicy"":75,""herbal"":50,""oily"":20,""full_bodied"":20,""rich"":20,""sweet"":40,""briny"":10,""salty"":5,""vanilla"":40,""tart"":30,""fruity"":75,""floral"":30}"
EDRADOUR BALLECHIN 10 YEAR,https://distiller.com/spirits/edradour-ballechin-10-year,111,Ballechin,spirit-cost cost-3,10 YEAR,46.0,NA,NA
ARDBEG ARDBOG,https://distiller.com/spirits/ardbeg-ardbog,106,Ardbeg,spirit-cost cost-5,NAS,52.1,NA,NA
JURA 18 YEAR,https://distiller.com/spirits/jura-18-year,110,Jura,spirit-cost cost-4,18 YEAR,44.0,BRINY & SALTY,"{""smoky"":15,""peaty"":35,""spicy"":15,""herbal"":10,""oily"":20,""full_bodied"":55,""rich"":65,""sweet"":65,""briny"":80,""salty"":75,""vanilla"":70,""tart"":0,""fruity"":60,""floral"":20}"
LAPHROAIG BRODIR,https://distiller.com/spirits/laphroaig-brodir,100,Laphroaig,spirit-cost cost-5,NAS,48.0,FRUITY & SPICY,"{""smoky"":65,""peaty"":75,""spicy"":80,""herbal"":10,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":65,""briny"":55,""salty"":45,""vanilla"":40,""tart"":15,""fruity"":90,""floral"":20}"
CRAGGANMORE DISTILLERS EDITION,https://distiller.com/spirits/cragganmore-distillers-edition,103,Cragganmore,spirit-cost cost-3,13,40.0,FRUITY & VANILLA,"{""smoky"":40,""peaty"":40,""spicy"":40,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":60,""tart"":40,""fruity"":70,""floral"":50}"
GLENDRONACH PEATED,https://distiller.com/spirits/glendronach-peated,104,GlenDronach,spirit-cost cost-2,NAS,46.0,SWEET,"{""smoky"":35,""peaty"":45,""spicy"":40,""herbal"":20,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":10,""salty"":0,""vanilla"":30,""tart"":10,""fruity"":15,""floral"":10}"
BENROMACH PEAT SMOKE 2005,https://distiller.com/spirits/benromach-peat-smoke-2005,99,Benromach,spirit-cost cost-3,NAS,46.0,FRUITY & SWEET,"{""smoky"":80,""peaty"":70,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":60,""salty"":50,""vanilla"":60,""tart"":0,""fruity"":80,""floral"":10}"
ARRAN MACHRIE MOOR 5TH EDITION 2014,https://distiller.com/spirits/arran-machrie-moor-5th-edition-2014,102,Arran,spirit-cost cost-3,NAS,46.0,VANILLA & FULL BODIED,"{""smoky"":0,""peaty"":20,""spicy"":30,""herbal"":40,""oily"":70,""full_bodied"":80,""rich"":70,""sweet"":70,""briny"":0,""salty"":30,""vanilla"":90,""tart"":30,""fruity"":20,""floral"":30}"
BRUICHLADDICH ROCKS,https://distiller.com/spirits/bruichladdich-rocks,99,Bruichladdich,spirit-cost cost-2,NAS,46.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":30,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":20,""salty"":30,""vanilla"":60,""tart"":60,""fruity"":90,""floral"":60}"
OCTOMORE MASTERCLASS 08.1/167,https://distiller.com/spirits/octomore-masterclass-08-1-167,104,Octomore,spirit-cost cost-5,8 YEAR,59.3,RICH & PEATY,"{""smoky"":50,""peaty"":80,""spicy"":65,""herbal"":45,""oily"":40,""full_bodied"":60,""rich"":90,""sweet"":10,""briny"":30,""salty"":10,""vanilla"":0,""tart"":10,""fruity"":0,""floral"":20}"
BOWMORE TEMPEST 10 YEAR,https://distiller.com/spirits/bowmore-tempest-10,102,Bowmore,spirit-cost cost-3,10 YEAR,55.1,SPICY,"{""smoky"":40,""peaty"":40,""spicy"":70,""herbal"":40,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":30,""salty"":30,""vanilla"":50,""tart"":30,""fruity"":50,""floral"":30}"
LAPHROAIG CÀIRDEAS 2019 TRIPLE WOOD CASK STRENGTH,https://distiller.com/spirits/laphroaig-cairdeas-2019-triple-wood-cask-strength,104,Laphroaig,spirit-cost cost-4,NAS,51.4,SMOKY & RICH,"{""smoky"":80,""peaty"":70,""spicy"":65,""herbal"":25,""oily"":60,""full_bodied"":70,""rich"":75,""sweet"":60,""briny"":20,""salty"":15,""vanilla"":60,""tart"":15,""fruity"":20,""floral"":10}"
TOMINTOUL PEATY TANG,https://distiller.com/spirits/tomintoul-peaty-tang,96,Tomintoul,spirit-cost cost-2,NAS,40.0,HERBAL & PEATY,"{""smoky"":60,""peaty"":70,""spicy"":50,""herbal"":70,""oily"":60,""full_bodied"":50,""rich"":50,""sweet"":40,""briny"":50,""salty"":50,""vanilla"":40,""tart"":20,""fruity"":30,""floral"":50}"
HIGHLAND PARK TWISTED TATTOO 16 YEAR,https://distiller.com/spirits/highland-park-twisted-tattoo-16-year,96,Highland Park,spirit-cost cost-4,16 YEAR,46.7,RICH & FULL BODIED,"{""smoky"":20,""peaty"":15,""spicy"":40,""herbal"":30,""oily"":55,""full_bodied"":65,""rich"":70,""sweet"":60,""briny"":15,""salty"":10,""vanilla"":50,""tart"":15,""fruity"":15,""floral"":20}"
PORT CHARLOTTE ISLAY BARLEY 2011,https://distiller.com/spirits/port-charlotte-islay-barley-2011,100,Port Charlotte,spirit-cost cost-3,6 YEAR,50.0,PEATY & RICH,"{""smoky"":60,""peaty"":75,""spicy"":30,""herbal"":35,""oily"":50,""full_bodied"":55,""rich"":60,""sweet"":35,""briny"":40,""salty"":20,""vanilla"":20,""tart"":20,""fruity"":15,""floral"":15}"
BUNNAHABHAIN CRUACH MHÒNA,https://distiller.com/spirits/bunnahabhain-cruach-mhona,96,Bunnahabhain,spirit-cost cost-4,NAS,50.0,NA,NA
LAGAVULIN 16 YEAR,https://distiller.com/spirits/lagavulin-16,10720,Lagavulin,spirit-cost cost-3,16 YEAR,43.0,FULL BODIED & PEATY,"{""smoky"":60,""peaty"":80,""spicy"":60,""herbal"":50,""oily"":70,""full_bodied"":80,""rich"":70,""sweet"":40,""briny"":70,""salty"":60,""vanilla"":40,""tart"":20,""fruity"":40,""floral"":10}"
LAPHROAIG 10 YEAR,https://distiller.com/spirits/laphroaig-10,8777,Laphroaig,spirit-cost cost-3,10 YEAR,43.0,PEATY & VANILLA,"{""smoky"":70,""peaty"":90,""spicy"":50,""herbal"":20,""oily"":60,""full_bodied"":60,""rich"":40,""sweet"":60,""briny"":30,""salty"":30,""vanilla"":70,""tart"":40,""fruity"":60,""floral"":30}"
TALISKER 10 YEAR,https://distiller.com/spirits/talisker-10,6113,Talisker,spirit-cost cost-3,10 YEAR,45.8,PEATY & SMOKY,"{""smoky"":70,""peaty"":70,""spicy"":50,""herbal"":60,""oily"":50,""full_bodied"":60,""rich"":50,""sweet"":40,""briny"":40,""salty"":40,""vanilla"":20,""tart"":30,""fruity"":30,""floral"":20}"
ARDBEG 10 YEAR,https://distiller.com/spirits/ardbeg-10-year-old,6027,Ardbeg,spirit-cost cost-3,10 YEAR,46.0,OILY & PEATY,"{""smoky"":70,""peaty"":80,""spicy"":40,""herbal"":50,""oily"":80,""full_bodied"":60,""rich"":50,""sweet"":40,""briny"":40,""salty"":40,""vanilla"":50,""tart"":40,""fruity"":50,""floral"":20}"
OBAN 14 YEAR,https://distiller.com/spirits/oban-14,4560,Oban,spirit-cost cost-3,14 YEAR,43.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":50,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":50,""rich"":40,""sweet"":60,""briny"":30,""salty"":40,""vanilla"":50,""tart"":50,""fruity"":60,""floral"":40}"
HIGHLAND PARK 12 YEAR,https://distiller.com/spirits/highland-park-12,3691,Highland Park,spirit-cost cost-3,12 YEAR,40.0,SWEET & FRUITY,"{""smoky"":40,""peaty"":50,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":20,""salty"":30,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":40}"
ARDBEG UIGEADAIL,https://distiller.com/spirits/ardbeg-uigeadail,3532,Ardbeg,spirit-cost cost-3,NAS,54.2,FRUITY & RICH,"{""smoky"":50,""peaty"":70,""spicy"":30,""herbal"":20,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":40,""salty"":40,""vanilla"":30,""tart"":30,""fruity"":70,""floral"":40}"
DALWHINNIE 15 YEAR,https://distiller.com/spirits/dalwhinnie-15-year,3117,Dalwhinnie,spirit-cost cost-3,15,43.0,SWEET & RICH,"{""smoky"":20,""peaty"":20,""spicy"":50,""herbal"":40,""oily"":30,""full_bodied"":90,""rich"":90,""sweet"":90,""briny"":20,""salty"":40,""vanilla"":70,""tart"":30,""fruity"":70,""floral"":70}"
LAPHROAIG QUARTER CASK,https://distiller.com/spirits/laphroaig-quarter-cask,2859,Laphroaig,spirit-cost cost-3,NAS,48.0,OILY & PEATY,"{""smoky"":40,""peaty"":70,""spicy"":60,""herbal"":50,""oily"":70,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":20,""salty"":30,""vanilla"":40,""tart"":30,""fruity"":60,""floral"":10}"
BOWMORE 12 YEAR,https://distiller.com/spirits/bowmore-12,2875,Bowmore,spirit-cost cost-2,12 YEAR,40.0,SWEET & FRUITY,"{""smoky"":40,""peaty"":50,""spicy"":30,""herbal"":10,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":40,""salty"":60,""vanilla"":70,""tart"":30,""fruity"":70,""floral"":30}"
HIGHLAND PARK 18 YEAR,https://distiller.com/spirits/highland-park-18,2854,Highland Park,spirit-cost cost-4,18 YEAR,43.0,RICH & FRUITY,"{""smoky"":40,""peaty"":30,""spicy"":40,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":20}"
CAOL ILA 12 YEAR,https://distiller.com/spirits/caol-ila-12-year-old,2555,Caol Ila,spirit-cost cost-3,12 YEAR,43.0,FULL BODIED & RICH,"{""smoky"":54,""peaty"":56,""spicy"":72,""herbal"":78,""oily"":81,""full_bodied"":83,""rich"":81,""sweet"":73,""briny"":20,""salty"":20,""vanilla"":65,""tart"":76,""fruity"":71,""floral"":67}"
TALISKER STORM,https://distiller.com/spirits/talisker-storm,1881,Talisker,spirit-cost cost-3,NAS,45.8,SMOKY & RICH,"{""smoky"":80,""peaty"":70,""spicy"":60,""herbal"":60,""oily"":50,""full_bodied"":70,""rich"":70,""sweet"":40,""briny"":50,""salty"":50,""vanilla"":30,""tart"":30,""fruity"":30,""floral"":10}"
BUNNAHABHAIN 12 YEAR,https://distiller.com/spirits/bunnahabhain-12,1865,Bunnahabhain,spirit-cost cost-2,12 YEAR,46.3,SWEET & FRUITY,"{""smoky"":40,""peaty"":40,""spicy"":50,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":40,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":50,""tart"":20,""fruity"":60,""floral"":20}"
HIGHLAND PARK 12 YEAR VIKING HONOUR,https://distiller.com/spirits/highland-park-12-year-viking-honour,1966,Highland Park,spirit-cost cost-3,12 YEAR,40.0,SWEET & FRUITY,"{""smoky"":40,""peaty"":50,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":20,""salty"":30,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":40}"
ARDBEG CORRYVRECKAN,https://distiller.com/spirits/ardbeg-corryvreckan,1734,Ardbeg,spirit-cost cost-4,10,57.1,PEATY & FULL BODIED,"{""smoky"":60,""peaty"":80,""spicy"":40,""herbal"":40,""oily"":40,""full_bodied"":70,""rich"":40,""sweet"":60,""briny"":30,""salty"":40,""vanilla"":30,""tart"":50,""fruity"":60,""floral"":20}"
LAGAVULIN DISTILLERS EDITION,https://distiller.com/spirits/lagavulin-distillers-edition,1318,Lagavulin,spirit-cost cost-4,16 YEAR,43.0,RICH & FRUITY,"{""smoky"":70,""peaty"":70,""spicy"":60,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":90,""sweet"":70,""briny"":50,""salty"":50,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":30}"
LAGAVULIN 8 YEAR,https://distiller.com/spirits/lagavulin-8-year,1351,Lagavulin,spirit-cost cost-3,8 YEAR,48.0,FRUITY & SMOKY,"{""smoky"":60,""peaty"":50,""spicy"":20,""herbal"":20,""oily"":40,""full_bodied"":50,""rich"":40,""sweet"":40,""briny"":50,""salty"":50,""vanilla"":20,""tart"":10,""fruity"":60,""floral"":40}"
CRAGGANMORE 12 YEAR,https://distiller.com/spirits/cragganmore-12-year-old,1184,Cragganmore,spirit-cost cost-3,12 YEAR,40.0,FRUITY & TART,"{""smoky"":30,""peaty"":30,""spicy"":60,""herbal"":40,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":40,""tart"":70,""fruity"":80,""floral"":50}"
SPRINGBANK 10 YEAR,https://distiller.com/spirits/springbank-10,1202,Springbank,spirit-cost cost-3,10 YEAR,46.0,FRUITY & RICH,"{""smoky"":50,""peaty"":60,""spicy"":70,""herbal"":30,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":20,""salty"":50,""vanilla"":40,""tart"":60,""fruity"":70,""floral"":20}"
BOWMORE 15 YEAR,https://distiller.com/spirits/bowmore-15,1083,Bowmore,spirit-cost cost-3,15 YEAR,43.0,RICH & FRUITY,"{""smoky"":40,""peaty"":40,""spicy"":40,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":30,""salty"":40,""vanilla"":70,""tart"":10,""fruity"":70,""floral"":20}"
LAPHROAIG TRIPLE WOOD,https://distiller.com/spirits/laphroaig-triple-wood,963,Laphroaig,spirit-cost cost-3,NAS,48.0,SWEET & FULL BODIED,"{""smoky"":40,""peaty"":60,""spicy"":40,""herbal"":20,""oily"":60,""full_bodied"":60,""rich"":50,""sweet"":60,""briny"":10,""salty"":30,""vanilla"":30,""tart"":30,""fruity"":50,""floral"":20}"
OBAN LITTLE BAY,https://distiller.com/spirits/oban-little-bay,933,Oban,spirit-cost cost-3,NAS,43.0,FRUITY & FLORAL,"{""smoky"":20,""peaty"":10,""spicy"":40,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":30,""sweet"":70,""briny"":30,""salty"":20,""vanilla"":40,""tart"":20,""fruity"":80,""floral"":70}"
ARDBEG AN OA,https://distiller.com/spirits/ardbeg-an-oa,929,Ardbeg,spirit-cost cost-3,NAS,46.6,RICH & FULL BODIED,"{""smoky"":60,""peaty"":55,""spicy"":50,""herbal"":50,""oily"":15,""full_bodied"":65,""rich"":65,""sweet"":55,""briny"":40,""salty"":30,""vanilla"":10,""tart"":10,""fruity"":15,""floral"":0}"
LEDAIG 10 YEAR,https://distiller.com/spirits/ledaig-10,908,Ledaig,spirit-cost cost-2,10 YEAR,46.3,RICH & FULL BODIED,"{""smoky"":60,""peaty"":60,""spicy"":60,""herbal"":30,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":40,""briny"":40,""salty"":50,""vanilla"":60,""tart"":30,""fruity"":30,""floral"":20}"
LAPHROAIG SELECT,https://distiller.com/spirits/laphroaig-select,874,Laphroaig,spirit-cost cost-3,NAS,40.0,SWEET,"{""smoky"":30,""peaty"":25,""spicy"":10,""herbal"":10,""oily"":0,""full_bodied"":40,""rich"":50,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":0,""fruity"":40,""floral"":5}"
TALISKER DISTILLER'S EDITION,https://distiller.com/spirits/talisker-distiller-s-edition,844,Talisker,spirit-cost cost-4,,45.8,SWEET & RICH,"{""smoky"":70,""peaty"":70,""spicy"":60,""herbal"":40,""oily"":60,""full_bodied"":80,""rich"":90,""sweet"":90,""briny"":40,""salty"":50,""vanilla"":60,""tart"":40,""fruity"":80,""floral"":40}"
JURA SUPERSTITION,https://distiller.com/spirits/jura-superstition,805,Jura,spirit-cost cost-3,NAS,43.0,VANILLA & SWEET,"{""smoky"":50,""peaty"":50,""spicy"":60,""herbal"":30,""oily"":50,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":10,""salty"":40,""vanilla"":70,""tart"":20,""fruity"":60,""floral"":20}"
PORT CHARLOTTE 10 YEAR,https://distiller.com/spirits/port-charlotte-10-year,855,Port Charlotte,spirit-cost cost-3,10 YEAR,50.0,PEATY & RICH,"{""smoky"":60,""peaty"":70,""spicy"":40,""herbal"":25,""oily"":55,""full_bodied"":60,""rich"":65,""sweet"":35,""briny"":35,""salty"":15,""vanilla"":35,""tart"":15,""fruity"":20,""floral"":15}"
CLYNELISH 14 YEAR,https://distiller.com/spirits/clynelish-14,818,Clynelish,spirit-cost cost-3,14 YEAR,46.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":30,""spicy"":30,""herbal"":30,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":60}"
LAPHROAIG 10 YEAR CASK STRENGTH,https://distiller.com/spirits/laphroaig-10-year-old-cask-strength,785,Laphroaig,spirit-cost cost-3,10 YEAR,57.0,PEATY & BRINY,"{""smoky"":60,""peaty"":80,""spicy"":60,""herbal"":60,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":40,""briny"":60,""salty"":50,""vanilla"":40,""tart"":30,""fruity"":30,""floral"":0}"
LAPHROAIG LORE,https://distiller.com/spirits/laphroaig-lore,785,Laphroaig,spirit-cost cost-4,NAS,48.0,RICH & FULL BODIED,"{""smoky"":70,""peaty"":50,""spicy"":35,""herbal"":40,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":50,""briny"":60,""salty"":30,""vanilla"":20,""tart"":10,""fruity"":40,""floral"":15}"
LAPHROAIG 18 YEAR,https://distiller.com/spirits/laphroaig-18,680,Laphroaig,spirit-cost cost-4,18 YEAR,48.0,FLORAL & FRUITY,"{""smoky"":50,""peaty"":50,""spicy"":40,""herbal"":20,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":40,""salty"":30,""vanilla"":30,""tart"":40,""fruity"":60,""floral"":80}"
TALISKER SKYE,https://distiller.com/spirits/talisker-skye,691,Talisker,spirit-cost cost-2,NAS,45.8,SPICY,"{""smoky"":30,""peaty"":25,""spicy"":50,""herbal"":25,""oily"":15,""full_bodied"":45,""rich"":45,""sweet"":45,""briny"":15,""salty"":15,""vanilla"":20,""tart"":25,""fruity"":45,""floral"":0}"
TALISKER 18 YEAR,https://distiller.com/spirits/talisker-18,615,Talisker,spirit-cost cost-4,18 YEAR,45.8,RICH & FLORAL,"{""smoky"":70,""peaty"":70,""spicy"":60,""herbal"":50,""oily"":80,""full_bodied"":10,""rich"":90,""sweet"":60,""briny"":60,""salty"":60,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":80}"
BOWMORE 18 YEAR,https://distiller.com/spirits/bowmore-18,588,Bowmore,spirit-cost cost-4,18 YEAR,43.0,FRUITY & SWEET,"{""smoky"":50,""peaty"":30,""spicy"":40,""herbal"":10,""oily"":20,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":20,""salty"":50,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":50}"
JURA 10 YEAR,https://distiller.com/spirits/jura-10-year,590,Jura,spirit-cost cost-3,10 YEAR,40.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":40,""spicy"":60,""herbal"":40,""oily"":30,""full_bodied"":50,""rich"":50,""sweet"":65,""briny"":20,""salty"":20,""vanilla"":30,""tart"":40,""fruity"":70,""floral"":10}"
HIGHLAND PARK DARK ORIGINS,https://distiller.com/spirits/highland-park-dark-origins,574,Highland Park,spirit-cost cost-3,NAS,46.8,SWEET & RICH,"{""smoky"":30,""peaty"":25,""spicy"":0,""herbal"":0,""oily"":0,""full_bodied"":70,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":20,""tart"":0,""fruity"":25,""floral"":10}"
OBAN DISTILLERS EDITION,https://distiller.com/spirits/oban-distillers-edition,531,Oban,spirit-cost cost-4,,43.0,SWEET & RICH,"{""smoky"":50,""peaty"":40,""spicy"":40,""herbal"":40,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":30,""salty"":50,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":50}"
BENROMACH 10 YEAR,https://distiller.com/spirits/benromach-10-years-old,530,Benromach,spirit-cost cost-2,10 YEAR,43.0,SWEET & RICH,"{""smoky"":30,""peaty"":35,""spicy"":5,""herbal"":5,""oily"":0,""full_bodied"":60,""rich"":60,""sweet"":65,""briny"":0,""salty"":5,""vanilla"":15,""tart"":0,""fruity"":12,""floral"":0}"
ARDBEG WEE BEASTIE,https://distiller.com/spirits/ardbeg-wee-beastie,542,Ardbeg,spirit-cost cost-2,5 YEAR,47.4,BRINY & SALTY,"{""smoky"":60,""peaty"":40,""spicy"":20,""herbal"":0,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":90,""salty"":70,""vanilla"":60,""tart"":10,""fruity"":40,""floral"":10}"
EDRADOUR 10 YEAR,https://distiller.com/spirits/edradour-10,493,Edradour,spirit-cost cost-2,10 YEAR,43.0,FRUITY & HERBAL,"{""smoky"":50,""peaty"":20,""spicy"":40,""herbal"":70,""oily"":50,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":10,""salty"":30,""vanilla"":50,""tart"":60,""fruity"":70,""floral"":50}"
BUNNAHABHAIN 18 YEAR,https://distiller.com/spirits/bunnahabhain-18,488,Bunnahabhain,spirit-cost cost-4,18 YEAR,46.3,FRUITY & SWEET,"{""smoky"":30,""peaty"":30,""spicy"":60,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":20}"
TALISKER DARK STORM,https://distiller.com/spirits/talisker-dark-storm,466,Talisker,spirit-cost cost-3,NAS,45.8,SPICY & FULL BODIED,"{""smoky"":30,""peaty"":20,""spicy"":70,""herbal"":10,""oily"":20,""full_bodied"":55,""rich"":40,""sweet"":45,""briny"":5,""salty"":5,""vanilla"":20,""tart"":35,""fruity"":20,""floral"":10}"
LAPHROAIG PX CASK,https://distiller.com/spirits/laphroaig-px-cask,478,Laphroaig,spirit-cost cost-4,NAS,48.0,PEATY & SMOKY,"{""smoky"":80,""peaty"":80,""spicy"":70,""herbal"":50,""oily"":30,""full_bodied"":50,""rich"":55,""sweet"":70,""briny"":60,""salty"":70,""vanilla"":30,""tart"":30,""fruity"":20,""floral"":10}"
HIGHLAND PARK MAGNUS,https://distiller.com/spirits/highland-park-magnus,479,Highland Park,spirit-cost cost-2,NAS,40.0,OILY,"{""smoky"":10,""peaty"":40,""spicy"":35,""herbal"":5,""oily"":40,""full_bodied"":35,""rich"":30,""sweet"":30,""briny"":5,""salty"":25,""vanilla"":35,""tart"":5,""fruity"":15,""floral"":5}"
SPRINGBANK 15 YEAR,https://distiller.com/spirits/springbank-15,478,Springbank,spirit-cost cost-4,15 YEAR,46.0,FLORAL & FRUITY,"{""smoky"":40,""peaty"":40,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":50,""salty"":60,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":70}"
PORT CHARLOTTE SCOTTISH BARLEY,https://distiller.com/spirits/port-charlotte-scottish-barley-heavily-peated,460,Port Charlotte,spirit-cost cost-3,NAS,50.0,PEATY,"{""smoky"":15,""peaty"":55,""spicy"":40,""herbal"":20,""oily"":15,""full_bodied"":40,""rich"":30,""sweet"":30,""briny"":50,""salty"":40,""vanilla"":30,""tart"":15,""fruity"":40,""floral"":10}"
KILCHOMAN SANAIG 2016,https://distiller.com/spirits/kilchoman-sanaig-2016,460,Kilchoman,spirit-cost cost-3,NAS,46.0,SMOKY & PEATY,"{""smoky"":80,""peaty"":75,""spicy"":55,""herbal"":10,""oily"":55,""full_bodied"":60,""rich"":65,""sweet"":70,""briny"":50,""salty"":45,""vanilla"":60,""tart"":0,""fruity"":65,""floral"":15}"
KILKERRAN 12 YEAR,https://distiller.com/spirits/kilkerran-12-year,472,Kilkerran,spirit-cost cost-2,12 YEAR,46.0,RICH,"{""smoky"":50,""peaty"":40,""spicy"":35,""herbal"":25,""oily"":40,""full_bodied"":45,""rich"":80,""sweet"":40,""briny"":10,""salty"":0,""vanilla"":45,""tart"":10,""fruity"":35,""floral"":20}"
TALISKER PORT RUIGHE,https://distiller.com/spirits/talisker-port-ruighe,445,Talisker,spirit-cost cost-3,NAS,45.8,SPICY & SWEET,"{""smoky"":40,""peaty"":40,""spicy"":66,""herbal"":35,""oily"":30,""full_bodied"":50,""rich"":40,""sweet"":55,""briny"":20,""salty"":20,""vanilla"":15,""tart"":25,""fruity"":35,""floral"":25}"
