Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
KILKERRAN 8 YEAR CASK STRENGTH,https://distiller.com/spirits/kilkerran-8-year-cask-strength,62,Kilkerran,spirit-cost cost-3,8,56.2,NA,NA
AILSA BAY SINGLE MALT WHISKY,https://distiller.com/spirits/ailsa-bay-single-malt-whisky,59,William Grant & Sons,spirit-cost cost-3,NAS,48.9,NA,NA
BOWMORE GOLD REEF,https://distiller.com/spirits/bowmore-gold-reef,58,Bowmore,spirit-cost cost-2,NAS,40.0,SPICY,"{""smoky"":30,""peaty"":30,""spicy"":45,""herbal"":35,""oily"":5,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":10,""salty"":10,""vanilla"":15,""tart"":10,""fruity"":15,""floral"":0}"
ARDBEG TRAIGH BHAN 19 YEAR 2019 EDITION,https://distiller.com/spirits/ardbeg-traigh-bhan-19-year-2019-edition,59,Ardbeg,spirit-cost cost-5,19 YEAR,46.2,SMOKY & PEATY,"{""smoky"":90,""peaty"":80,""spicy"":40,""herbal"":50,""oily"":60,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":45,""salty"":40,""vanilla"":50,""tart"":25,""fruity"":45,""floral"":15}"
HIGHLAND PARK THE LIGHT 17 YEAR,https://distiller.com/spirits/highland-park-the-light-17-year,58,Highland Park,spirit-cost cost-5,17 YEAR,52.9,NA,NA
LAPHROAIG THE 1815 LEGACY EDITION,https://distiller.com/spirits/laphroaig-the-1815-legacy-edition,57,Laphroaig,spirit-cost cost-3,NAS,48.0,NA,NA
BOWMORE 17 YEAR WHITE SANDS,https://distiller.com/spirits/bowmore-white-sands-17-year,57,Bowmore,spirit-cost cost-4,17 YEAR,43.0,SWEET,"{""smoky"":20,""peaty"":25,""spicy"":10,""herbal"":15,""oily"":30,""full_bodied"":35,""rich"":35,""sweet"":40,""briny"":5,""salty"":20,""vanilla"":25,""tart"":10,""fruity"":35,""floral"":5}"
ARDBEG SUPERNOVA 2019,https://distiller.com/spirits/ardbeg-supernova-2019,55,Ardbeg,spirit-cost cost-5,NAS,53.8,NA,NA
OCTOMORE 06.3/258 ISLAY BARLEY,https://distiller.com/spirits/octomore-0-63-258-islay-barley,59,Octomore,spirit-cost cost-5,5 YEAR,62.0,NA,NA
LAGAVULIN DISTILLERS EDITION (2020 RELEASE),https://distiller.com/spirits/lagavulin-distillers-edition-2020-release,58,Lagavulin,spirit-cost cost-4,NAS,43.0,NA,NA
ARDMORE TRADITION,https://distiller.com/spirits/ardmore-tradition,55,Ardmore,spirit-cost cost-2,NAS,46.0,NA,NA
FETTERCAIRN FIOR,https://distiller.com/spirits/fettercairn-fior,54,Fettercairn,spirit-cost cost-2,NAS,42.0,SWEET,"{""smoky"":25,""peaty"":25,""spicy"":30,""herbal"":15,""oily"":25,""full_bodied"":45,""rich"":45,""sweet"":50,""briny"":10,""salty"":10,""vanilla"":25,""tart"":15,""fruity"":45,""floral"":10}"
LAPHROAIG 30 YEAR,https://distiller.com/spirits/laphroaig-30-year,53,Laphroaig,spirit-cost cost-5,30 YEAR,53.5,FULL BODIED & SMOKY,"{""smoky"":70,""peaty"":60,""spicy"":30,""herbal"":10,""oily"":50,""full_bodied"":90,""rich"":50,""sweet"":40,""briny"":20,""salty"":10,""vanilla"":60,""tart"":20,""fruity"":50,""floral"":10}"
SCARABUS SINGLE MALT,https://distiller.com/spirits/scarabus-specially-selected-single-malt,56,Scarabus,spirit-cost cost-2,NAS,46.0,PEATY,"{""smoky"":35,""peaty"":35,""spicy"":5,""herbal"":0,""oily"":5,""full_bodied"":0,""rich"":0,""sweet"":10,""briny"":10,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":0,""floral"":0}"
HIGHLAND PARK SPIRIT OF THE BEAR,https://distiller.com/spirits/highland-park-spirit-of-the-bear,62,Highland Park,spirit-cost cost-3,NAS,40.0,NA,NA
BUNNAHABHAIN AN CLADACH,https://distiller.com/spirits/bunnahabhain-an-cladach,58,Bunnahabhain,spirit-cost cost-3,NAS,50.0,TART,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":10,""oily"":20,""full_bodied"":25,""rich"":30,""sweet"":35,""briny"":10,""salty"":10,""vanilla"":20,""tart"":35,""fruity"":25,""floral"":10}"
HIGHLAND PARK SVEIN,https://distiller.com/spirits/highland-park-svein,54,Highland Park,spirit-cost cost-2,NAS,40.0,SPICY,"{""smoky"":15,""peaty"":10,""spicy"":55,""herbal"":25,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":15,""salty"":15,""vanilla"":10,""tart"":35,""fruity"":25,""floral"":0}"
LOCH LOMOND INCHMOAN 12 YEAR,https://distiller.com/spirits/loch-lomond-inchmoan-12-year,53,Inchmoan,spirit-cost cost-3,12 YEAR,46.0,SWEET & PEATY,"{""smoky"":50,""peaty"":55,""spicy"":15,""herbal"":32,""oily"":20,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":25,""salty"":20,""vanilla"":20,""tart"":20,""fruity"":30,""floral"":0}"
BOWMORE 25 YEAR,https://distiller.com/spirits/bowmore-25-year,52,Bowmore,spirit-cost cost-5,25 YEAR,43.0,SPICY & SWEET,"{""smoky"":35,""peaty"":35,""spicy"":75,""herbal"":15,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":55,""briny"":25,""salty"":25,""vanilla"":30,""tart"":25,""fruity"":50,""floral"":0}"
SPRINGBANK 21 YEAR,https://distiller.com/spirits/springbank-21-year,54,Springbank,spirit-cost cost-5,21 YEAR,46.0,RICH & FULL BODIED,"{""smoky"":30,""peaty"":30,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":30,""salty"":30,""vanilla"":20,""tart"":30,""fruity"":40,""floral"":30}"
PORT CHARLOTTE MRC:01 2010,https://distiller.com/spirits/port-charlotte-mrc-01-2010,55,Port Charlotte,spirit-cost cost-4,NAS,59.2,SPICY & FRUITY,"{""smoky"":40,""peaty"":40,""spicy"":70,""herbal"":30,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":40,""briny"":30,""salty"":30,""vanilla"":35,""tart"":40,""fruity"":60,""floral"":0}"
LAGAVULIN 12 YEAR (2015 SPECIAL RELEASE),https://distiller.com/spirits/lagavulin-12-year-2015-special-edition,51,Lagavulin,spirit-cost cost-4,12 YEAR,56.8,NA,NA
CREAG ISLE SINGLE MALT SCOTCH WHISKY,https://distiller.com/spirits/creag-isle-single-malt-scotch-whisky,50,,spirit-cost cost-2,12,42.2,NA,NA
GLEN MORAY ELGIN CLASSIC PEATED,https://distiller.com/spirits/glen-moray-elgin-classic-peated,51,Glen Moray,spirit-cost cost-2,NAS,40.0,NA,NA
KILCHOMAN 100% ISLAY 7TH EDITION,https://distiller.com/spirits/kilchoman-100-islay-7th-edition,50,Kilchoman,spirit-cost cost-4,NAS,50.0,BRINY & PEATY,"{""smoky"":45,""peaty"":65,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":40,""rich"":50,""sweet"":20,""briny"":70,""salty"":25,""vanilla"":20,""tart"":20,""fruity"":20,""floral"":10}"
BENROMACH PEAT SMOKE 2006,https://distiller.com/spirits/benromach-peat-smoke-2006,49,Benromach,spirit-cost cost-2,NAS,46.0,NA,NA
LAPHROAIG 16 YEAR,https://distiller.com/spirits/laphroaig-16-year-old,53,Laphroaig,spirit-cost cost-4,16 YEAR,48.0,BRINY & SMOKY,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":40,""oily"":60,""full_bodied"":70,""rich"":60,""sweet"":40,""briny"":80,""salty"":60,""vanilla"":40,""tart"":20,""fruity"":30,""floral"":20}"
HIGHLAND PARK ICE EDITION,https://distiller.com/spirits/highland-park-ice-edition,48,Highland Park,spirit-cost cost-5,17 YEAR,53.9,FULL BODIED & SPICY,"{""smoky"":50,""peaty"":35,""spicy"":60,""herbal"":20,""oily"":30,""full_bodied"":60,""rich"":50,""sweet"":35,""briny"":30,""salty"":20,""vanilla"":40,""tart"":20,""fruity"":55,""floral"":35}"
KILCHOMAN VINTAGE 2007,https://distiller.com/spirits/kilchoman-vintage-2007,47,Kilchoman,spirit-cost cost-4,NAS,46.0,VANILLA & PEATY,"{""smoky"":30,""peaty"":70,""spicy"":20,""herbal"":30,""oily"":50,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":30,""salty"":30,""vanilla"":80,""tart"":20,""fruity"":60,""floral"":50}"
BOWMORE THE DEVIL'S CASKS 10 YEAR,https://distiller.com/spirits/bowmore-the-devil-s-casks-10-year,47,Bowmore,spirit-cost cost-4,10 YEAR,56.9,SPICY & SWEET,"{""smoky"":50,""peaty"":50,""spicy"":90,""herbal"":40,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":40,""salty"":40,""vanilla"":40,""tart"":50,""fruity"":60,""floral"":30}"
KILCHOMAN LOCH GORM (2019 EDITION),https://distiller.com/spirits/kilchoman-loch-gorm-2019-release,51,Kilchoman,spirit-cost cost-3,NAS,46.0,RICH & PEATY,"{""smoky"":80,""peaty"":85,""spicy"":75,""herbal"":30,""oily"":75,""full_bodied"":80,""rich"":90,""sweet"":70,""briny"":80,""salty"":70,""vanilla"":50,""tart"":30,""fruity"":70,""floral"":30}"
ARDBEG DRUM (2019 COMMITTEE RELEASE),https://distiller.com/spirits/ardbeg-drum-2019-committee-release,48,Ardbeg,spirit-cost cost-4,NAS,52.0,BRINY & FULL BODIED,"{""smoky"":70,""peaty"":50,""spicy"":50,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":60,""sweet"":50,""briny"":70,""salty"":60,""vanilla"":60,""tart"":20,""fruity"":40,""floral"":10}"
WOLFBURN MORVEN SINGLE MALT,https://distiller.com/spirits/wolfburn-morven,51,,spirit-cost cost-3,NAS,46.0,NA,NA
HIGHLAND PARK HARALD,https://distiller.com/spirits/highland-park-harald,49,Highland Park,spirit-cost cost-3,,40.0,NA,NA
HIGHLAND PARK ODIN,https://distiller.com/spirits/highland-park-odin,47,Highland Park,spirit-cost cost-5,NAS,55.8,FRUITY & SWEET,"{""smoky"":30,""peaty"":30,""spicy"":50,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":20,""salty"":30,""vanilla"":40,""tart"":40,""fruity"":80,""floral"":40}"
BOWMORE VAULT EDITION FIRST RELEASE ATLANTIC SEA SALT,https://distiller.com/spirits/bowmore-vault-edition-first-release-atlantic-sea-salt,49,Bowmore,spirit-cost cost-5,NAS,51.5,SALTY,"{""smoky"":20,""peaty"":10,""spicy"":0,""herbal"":0,""oily"":10,""full_bodied"":0,""rich"":0,""sweet"":20,""briny"":10,""salty"":20,""vanilla"":10,""tart"":0,""fruity"":0,""floral"":0}"
CLYNELISH DISTILLERS EDITION,https://distiller.com/spirits/clynelish-distillers-edition,49,Clynelish,spirit-cost cost-3,NAS,46.0,FRUITY & RICH,"{""smoky"":40,""peaty"":30,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":30,""salty"":50,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":40}"
"LAGAVULIN DISTILLERS EDITION (DISTILLED 2002, BOTTLED 2018)",https://distiller.com/spirits/lagavulin-distillers-edition-distilled-2002-bottled-2018,50,,spirit-cost cost-4,16,43.0,NA,NA
CAOL ILA 15 YEAR 2000 (2016 SPECIAL RELEASE),https://distiller.com/spirits/caol-ila-15-year-2000-2016-special-release,44,Caol Ila,spirit-cost cost-4,15 YEAR,61.5,FULL BODIED & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":50,""full_bodied"":70,""rich"":50,""sweet"":60,""briny"":20,""salty"":50,""vanilla"":40,""tart"":30,""fruity"":40,""floral"":10}"
LAGAVULIN 25 YEAR,https://distiller.com/spirits/lagavulin-25-year,45,Lagavulin,spirit-cost cost-5,25 YEAR,50.9,SMOKY & BRINY,"{""smoky"":80,""peaty"":60,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":70,""rich"":30,""sweet"":40,""briny"":70,""salty"":50,""vanilla"":30,""tart"":20,""fruity"":40,""floral"":10}"
KILCHOMAN MACHIR BAY 2015,https://distiller.com/spirits/kilchoman-machir-bay-2015,47,Kilchoman,spirit-cost cost-2,NAS,46.0,NA,NA
AEROLITE LYNDSAY 10 YEAR,https://distiller.com/spirits/aerolite-lyndsay-10-year,45,Aerolite Lyndsay,spirit-cost cost-3,10 YEAR,46.0,FULL BODIED,"{""smoky"":20,""peaty"":35,""spicy"":20,""herbal"":40,""oily"":35,""full_bodied"":40,""rich"":35,""sweet"":20,""briny"":35,""salty"":25,""vanilla"":20,""tart"":10,""fruity"":20,""floral"":10}"
OBAN 21 YEAR CASK STRENGTH,https://distiller.com/spirits/oban-21-year,44,Oban,spirit-cost cost-5,21 YEAR,58.5,RICH & FULL BODIED,"{""smoky"":60,""peaty"":60,""spicy"":70,""herbal"":40,""oily"":80,""full_bodied"":100,""rich"":100,""sweet"":70,""briny"":50,""salty"":70,""vanilla"":80,""tart"":60,""fruity"":80,""floral"":90}"
KILCHOMAN LOCH GORM (2017 EDITION),https://distiller.com/spirits/kilchoman-loch-gorm-2017-release,44,Kilchoman,spirit-cost cost-3,NAS,46.0,BRINY & SALTY,"{""smoky"":90,""peaty"":90,""spicy"":5,""herbal"":0,""oily"":10,""full_bodied"":10,""rich"":15,""sweet"":40,""briny"":95,""salty"":90,""vanilla"":25,""tart"":0,""fruity"":40,""floral"":10}"
HIGHLAND PARK CASK STRENGTH EDITION NO. 1,https://distiller.com/spirits/highland-park-cask-strength-edition-no-1,43,Highland Park,spirit-cost cost-4,NAS,63.3,FRUITY & SWEET,"{""smoky"":35,""peaty"":40,""spicy"":45,""herbal"":45,""oily"":25,""full_bodied"":50,""rich"":50,""sweet"":55,""briny"":25,""salty"":25,""vanilla"":15,""tart"":45,""fruity"":65,""floral"":0}"
BOWMORE 15 YEAR GOLDEN & ELEGANT,https://distiller.com/spirits/bowmore-15-year-golden-elegant,45,Bowmore,spirit-cost cost-3,15 YEAR,43.0,FRUITY & SALTY,"{""smoky"":55,""peaty"":40,""spicy"":50,""herbal"":50,""oily"":40,""full_bodied"":40,""rich"":50,""sweet"":40,""briny"":60,""salty"":75,""vanilla"":40,""tart"":20,""fruity"":75,""floral"":20}"
HIGHLAND PARK FIRE EDITION,https://distiller.com/spirits/highland-park-fire-edition,41,Highland Park,spirit-cost cost-5,15 YEAR,45.2,OILY & SMOKY,"{""smoky"":75,""peaty"":40,""spicy"":60,""herbal"":65,""oily"":75,""full_bodied"":60,""rich"":65,""sweet"":50,""briny"":30,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":60,""floral"":65}"
LONGROW RED 11 YEAR CABERNET SAUVIGNON FINISH,https://distiller.com/spirits/longrow-red,41,Longrow,spirit-cost cost-4,11 YEAR,52.1,FULL BODIED & PEATY,"{""smoky"":87,""peaty"":88,""spicy"":60,""herbal"":70,""oily"":79,""full_bodied"":88,""rich"":86,""sweet"":74,""briny"":83,""salty"":82,""vanilla"":73,""tart"":62,""fruity"":86,""floral"":63}"
OCTOMORE TEN YEARS DIALOGOS,https://distiller.com/spirits/octomore-ten-years-dialogos,39,Octomore,spirit-cost cost-5,10 YEAR,56.8,FULL BODIED,"{""smoky"":50,""peaty"":40,""spicy"":10,""herbal"":15,""oily"":35,""full_bodied"":50,""rich"":45,""sweet"":29,""briny"":15,""salty"":5,""vanilla"":25,""tart"":20,""fruity"":29,""floral"":10}"
OLD PULTENEY HUDDART,https://distiller.com/spirits/old-pulteney-huddart,43,Old Pulteney,spirit-cost cost-3,NAS,46.0,RICH & FULL BODIED,"{""smoky"":35,""peaty"":40,""spicy"":40,""herbal"":20,""oily"":25,""full_bodied"":60,""rich"":60,""sweet"":30,""briny"":25,""salty"":25,""vanilla"":30,""tart"":20,""fruity"":45,""floral"":0}"
KILCHOMAN RED WINE CASK MATURED,https://distiller.com/spirits/kilchoman-red-wine-cask-matured,43,Kilchoman,spirit-cost cost-4,NAS,50.0,RICH & FULL BODIED,"{""smoky"":20,""peaty"":40,""spicy"":60,""herbal"":20,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":40,""briny"":40,""salty"":25,""vanilla"":35,""tart"":20,""fruity"":45,""floral"":15}"
PORT CHARLOTTE 10 YEAR SECOND EDITION,https://distiller.com/spirits/port-charlotte-10-year-second-edition,40,Port Charlotte,spirit-cost cost-3,10 YEAR,50.0,HERBAL & SMOKY,"{""smoky"":75,""peaty"":70,""spicy"":60,""herbal"":75,""oily"":30,""full_bodied"":65,""rich"":70,""sweet"":65,""briny"":50,""salty"":60,""vanilla"":50,""tart"":50,""fruity"":60,""floral"":65}"
OLD BALLANTRUAN THE PEATED MALT 10 YEAR,https://distiller.com/spirits/old-ballantruan-the-peated-malt-10-year,44,Tomintoul,spirit-cost cost-3,10 YEAR,50.0,SWEET,"{""smoky"":35,""peaty"":20,""spicy"":10,""herbal"":35,""oily"":20,""full_bodied"":30,""rich"":20,""sweet"":40,""briny"":10,""salty"":5,""vanilla"":25,""tart"":10,""fruity"":20,""floral"":10}"
SPRINGBANK GREEN 12 YEAR,https://distiller.com/spirits/springbank-green-12-year,44,Springbank,spirit-cost cost-4,12 YEAR,46.0,FRUITY & VANILLA,"{""smoky"":30,""peaty"":30,""spicy"":40,""herbal"":20,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":40,""salty"":40,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":40}"
FINLAGGAN ORIGINAL,https://distiller.com/spirits/finlaggan-original,46,,spirit-cost cost-1,,40.0,NA,NA
LAGAVULIN 16 YEAR FÈIS ÌLE 2017,https://distiller.com/spirits/lagavulin-16-year-feis-ile-2017,39,Lagavulin,spirit-cost cost-5,16 YEAR,55.8,NA,NA
RAASAY WHILE WE WAIT,https://distiller.com/spirits/raasay-while-we-wait,41,Raasay & Borders Distillers,spirit-cost cost-3,NAS,46.0,NA,NA
SPRINGBANK 18 YEAR,https://distiller.com/spirits/springbank-18,162,Springbank,spirit-cost cost-4,18 YEAR,46.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":40,""spicy"":50,""herbal"":30,""oily"":50,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":40,""salty"":50,""vanilla"":50,""tart"":40,""fruity"":80,""floral"":60}"
LAGAVULIN 12 YEAR (2012 SPECIAL RELEASE),https://distiller.com/spirits/lagavulin-12-year-2012-special-release,152,Lagavulin,spirit-cost cost-4,12 YEAR,56.1,PEATY & SMOKY,"{""smoky"":65,""peaty"":80,""spicy"":60,""herbal"":34,""oily"":15,""full_bodied"":40,""rich"":40,""sweet"":40,""briny"":35,""salty"":35,""vanilla"":15,""tart"":20,""fruity"":25,""floral"":0}"
BUNNAHABHAIN 25 YEAR,https://distiller.com/spirits/bunnahabhain-25,151,Bunnahabhain,spirit-cost cost-5,25 YEAR,46.3,FRUITY & SWEET,"{""smoky"":20,""peaty"":20,""spicy"":60,""herbal"":20,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":20,""salty"":40,""vanilla"":40,""tart"":20,""fruity"":80,""floral"":20}"
LAPHROAIG CAIRDEAS 200TH ANNIVERSARY EDITION,https://distiller.com/spirits/laphroaig-cairdeas-200th-anniversary-edition,147,Laphroaig,spirit-cost cost-3,NAS,51.5,RICH & FULL BODIED,"{""smoky"":70,""peaty"":70,""spicy"":0,""herbal"":10,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":30,""salty"":20,""vanilla"":40,""tart"":0,""fruity"":60,""floral"":10}"
LAPHROAIG CAIRDEAS 2018 FINO CASK FINISH,https://distiller.com/spirits/laphroaig-cairdeas-2018-fino-cask-finish,163,Laphroaig,spirit-cost cost-4,NAS,51.8,BRINY & SMOKY,"{""smoky"":90,""peaty"":70,""spicy"":20,""herbal"":10,""oily"":30,""full_bodied"":80,""rich"":60,""sweet"":50,""briny"":90,""salty"":80,""vanilla"":60,""tart"":10,""fruity"":60,""floral"":0}"
PORT ASKAIG 8 YEAR,https://distiller.com/spirits/port-askaig-8-year,146,Port Askaig,spirit-cost cost-2,8 YEAR,45.8,SWEET & SMOKY,"{""smoky"":75,""peaty"":70,""spicy"":70,""herbal"":60,""oily"":40,""full_bodied"":40,""rich"":45,""sweet"":75,""briny"":60,""salty"":60,""vanilla"":55,""tart"":20,""fruity"":50,""floral"":20}"
LAPHROAIG CAIRDEAS 2017 CASK STRENGTH QUARTER CASK EDITION,https://distiller.com/spirits/laphroaig-cairdeas-2017-cask-strength-quarter-cask-edition,151,Laphroaig,spirit-cost cost-4,NAS,57.2,SPICY & PEATY,"{""smoky"":75,""peaty"":80,""spicy"":80,""herbal"":25,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":35,""briny"":25,""salty"":25,""vanilla"":25,""tart"":35,""fruity"":45,""floral"":0}"
THE BALVENIE THE WEEK OF PEAT 14 YEAR,https://distiller.com/spirits/the-balvenie-the-week-of-peat-14-year,146,The Balvenie,spirit-cost cost-4,14 YEAR,48.3,RICH & OILY,"{""smoky"":65,""peaty"":55,""spicy"":50,""herbal"":15,""oily"":65,""full_bodied"":60,""rich"":65,""sweet"":60,""briny"":15,""salty"":10,""vanilla"":40,""tart"":15,""fruity"":20,""floral"":10}"
TALISKER 25 YEAR,https://distiller.com/spirits/talisker-25,139,Talisker,spirit-cost cost-5,25 YEAR,57.8,RICH & FULL BODIED,"{""smoky"":20,""peaty"":30,""spicy"":55,""herbal"":10,""oily"":50,""full_bodied"":60,""rich"":65,""sweet"":10,""briny"":20,""salty"":35,""vanilla"":10,""tart"":20,""fruity"":35,""floral"":5}"
HIGHLAND PARK 10 YEAR VIKING SCARS,https://distiller.com/spirits/highland-park-10-year-viking-scars,150,Highland Park,spirit-cost cost-2,10 YEAR,40.0,NA,NA
THE BALVENIE PEAT WEEK 14 YEAR (2002 EDITION),https://distiller.com/spirits/the-balvenie-peat-week-14-year-2002-edition,142,The Balvenie,spirit-cost cost-4,14 YEAR,48.3,RICH,"{""smoky"":50,""peaty"":40,""spicy"":40,""herbal"":20,""oily"":10,""full_bodied"":50,""rich"":55,""sweet"":45,""briny"":10,""salty"":0,""vanilla"":40,""tart"":25,""fruity"":45,""floral"":35}"
BOWMORE BLACK ROCK,https://distiller.com/spirits/bowmore-black-rock,140,Bowmore,spirit-cost cost-2,NAS,40.0,RICH,"{""smoky"":30,""peaty"":30,""spicy"":45,""herbal"":20,""oily"":20,""full_bodied"":45,""rich"":45,""sweet"":30,""briny"":20,""salty"":15,""vanilla"":10,""tart"":20,""fruity"":15,""floral"":0}"
HIGHLAND PARK 25 YEAR,https://distiller.com/spirits/highland-park-25-year,138,Highland Park,spirit-cost cost-5,25 YEARS,50.7,RICH & FULL BODIED,"{""smoky"":30,""peaty"":25,""spicy"":15,""herbal"":10,""oily"":0,""full_bodied"":75,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":25,""tart"":0,""fruity"":25,""floral"":20}"
LEDAIG 18 YEAR,https://distiller.com/spirits/ledaig-18-year,138,Ledaig,spirit-cost cost-5,18 YEARS,46.3,SWEET & RICH,"{""smoky"":30,""peaty"":50,""spicy"":70,""herbal"":0,""oily"":10,""full_bodied"":65,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":25,""tart"":0,""fruity"":40,""floral"":30}"
GLENGLASSAUGH TORFA,https://distiller.com/spirits/glenglassaugh-torfa,137,Glenglassaugh,spirit-cost cost-3,NAS,50.0,SWEET & FULL BODIED,"{""smoky"":35,""peaty"":35,""spicy"":5,""herbal"":15,""oily"":10,""full_bodied"":60,""rich"":50,""sweet"":70,""briny"":15,""salty"":20,""vanilla"":10,""tart"":5,""fruity"":10,""floral"":5}"
ARDBEG GROOVES,https://distiller.com/spirits/ardbeg-grooves,138,Ardbeg,spirit-cost cost-4,NAS,46.0,SMOKY,"{""smoky"":50,""peaty"":35,""spicy"":40,""herbal"":10,""oily"":45,""full_bodied"":45,""rich"":35,""sweet"":35,""briny"":35,""salty"":40,""vanilla"":20,""tart"":15,""fruity"":25,""floral"":0}"
JURA JOURNEY,https://distiller.com/spirits/jura-journey,134,Jura,spirit-cost cost-2,NAS,40.0,NA,NA
BUNNAHABHAIN TOITEACH A DHÀ,https://distiller.com/spirits/bunnahabhain-toiteach-a-dha,139,Bunnahabhain,spirit-cost cost-2,NAS,46.3,RICH,"{""smoky"":20,""peaty"":20,""spicy"":5,""herbal"":0,""oily"":15,""full_bodied"":0,""rich"":20,""sweet"":10,""briny"":0,""salty"":0,""vanilla"":0,""tart"":0,""fruity"":10,""floral"":0}"
LAPHROAIG 25 YEAR,https://distiller.com/spirits/laphroaig-25-year-old,135,Laphroaig,spirit-cost cost-5,25 YEARS,40.0,RICH & FULL BODIED,"{""smoky"":40,""peaty"":70,""spicy"":20,""herbal"":30,""oily"":15,""full_bodied"":85,""rich"":85,""sweet"":80,""briny"":30,""salty"":15,""vanilla"":35,""tart"":0,""fruity"":30,""floral"":5}"
ARDBEG AURIVERDES,https://distiller.com/spirits/ardbeg-auriverdes,127,Ardbeg,spirit-cost cost-4,NAS,49.9,FRUITY & PEATY,"{""smoky"":30,""peaty"":70,""spicy"":35,""herbal"":10,""oily"":30,""full_bodied"":65,""rich"":65,""sweet"":40,""briny"":50,""salty"":30,""vanilla"":20,""tart"":40,""fruity"":70,""floral"":20}"
PORT ASKAIG 110 PROOF,https://distiller.com/spirits/port-askaig-110-proof,129,Port Askaig,spirit-cost cost-3,NAS,55.0,PEATY & SMOKY,"{""smoky"":55,""peaty"":55,""spicy"":20,""herbal"":45,""oily"":35,""full_bodied"":35,""rich"":35,""sweet"":40,""briny"":15,""salty"":15,""vanilla"":15,""tart"":20,""fruity"":0,""floral"":0}"
JURA SEVEN WOOD,https://distiller.com/spirits/jura-seven-wood,120,Jura,spirit-cost cost-3,NAS,42.0,BRINY & FRUITY,"{""smoky"":25,""peaty"":20,""spicy"":45,""herbal"":0,""oily"":55,""full_bodied"":10,""rich"":15,""sweet"":75,""briny"":85,""salty"":65,""vanilla"":40,""tart"":5,""fruity"":75,""floral"":15}"
AERSTONE LAND CASK 10 YEAR,https://distiller.com/spirits/aerstone-land-cask,122,Aerstone,spirit-cost cost-2,10 YEAR,40.0,FULL BODIED & RICH,"{""smoky"":60,""peaty"":60,""spicy"":30,""herbal"":55,""oily"":50,""full_bodied"":80,""rich"":70,""sweet"":60,""briny"":10,""salty"":25,""vanilla"":40,""tart"":40,""fruity"":30,""floral"":10}"
LAPHROAIG AN CUAN MÓR,https://distiller.com/spirits/laphroaig-an-cuan-mor,116,Laphroaig,spirit-cost cost-4,NAS,48.0,NA,NA
KILCHOMAN LOCH GORM (2015 EDITION),https://distiller.com/spirits/kilchoman-loch-gorm-2015,115,Kilchoman,spirit-cost cost-4,NAS,46.0,BRINY & FULL BODIED,"{""smoky"":70,""peaty"":80,""spicy"":50,""herbal"":0,""oily"":60,""full_bodied"":90,""rich"":80,""sweet"":70,""briny"":90,""salty"":70,""vanilla"":30,""tart"":0,""fruity"":10,""floral"":0}"
BOWMORE NO. 1,https://distiller.com/spirits/bowmore-no-1,117,Bowmore,spirit-cost cost-2,NAS,40.0,TART,"{""smoky"":20,""peaty"":20,""spicy"":0,""herbal"":0,""oily"":0,""full_bodied"":0,""rich"":0,""sweet"":20,""briny"":0,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":0,""floral"":0}"
