Whisk_Name,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile
GLENTAUCHERS 2008 8 YEAR (THE EXCLUSIVE MALTS),https://distiller.com/spirits/glentauchers-2008-8-year-the-exclusive-malts,8,The Exclusive Malts,spirit-cost cost-3,8 YEAR,57.9,NA,NA
GLENDRONACH 14 YEAR VIRGIN OAK FINISH,https://distiller.com/spirits/glendronach-14-year-virgin-oak-finish,9,GlenDronach,spirit-cost cost-3,14 YEAR,46.0,NA,NA
BEN NEVIS 1991 24 YEAR CASK STRENGTH COLLECTION (SIGNATORY),https://distiller.com/spirits/ben-nevis-1991-24-year-cask-strength-collection-signatory,7,Signatory Cask Strength Collection,spirit-cost cost-4,24 YEAR,57.8,NA,NA
EDRADOUR 2002 STRAIGHT FROM THE CASK BAROLO CASK FINISH 12 YEAR,https://distiller.com/spirits/edradour-2002-straight-from-the-cask-barolo-cask-finish-12-year,7,Edradour,spirit-cost cost-3,12 YEAR,57.1,NA,NA
THE MACALLAN 1970 SPEYMALT (GORDON & MACPHAIL),https://distiller.com/spirits/the-macallan-1970-speymalt-gordon-macphail,7,Gordon & MacPhail Speymalt,spirit-cost cost-5,NAS,43.0,NA,NA
CLYNELISH SELECT RESERVE (2015 SPECIAL RELEASE),https://distiller.com/spirits/clynelish-select-reserve-2015-release,7,Clynelish,spirit-cost cost-5,NAS,56.1,FULL BODIED & SWEET,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":25,""oily"":20,""full_bodied"":70,""rich"":60,""sweet"":60,""briny"":10,""salty"":0,""vanilla"":40,""tart"":15,""fruity"":50,""floral"":20}"
ROSEBANK 12 YEAR FLORA & FAUNA,https://distiller.com/spirits/rosebank-12-year-flora-fauna,8,Rosebank,spirit-cost cost-5,12 YEAR,43.0,NA,NA
GLEN GRANT FIVE DECADES,https://distiller.com/spirits/glen-grant-five-decades,9,Glen Grant,spirit-cost cost-4,NAS,46.0,FULL BODIED & SWEET,"{""smoky"":5,""peaty"":0,""spicy"":25,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":70,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":60,""tart"":10,""fruity"":30,""floral"":15}"
BLADNOCH 11 YEAR,https://distiller.com/spirits/bladnoch-11-year,7,Bladnoch,spirit-cost cost-3,NAS,46.0,NA,NA
BLADNOCH 21 YEAR,https://distiller.com/spirits/bladnoch-21-year,7,Bladnoch,spirit-cost cost-3,21 YEAR,40.0,NA,NA
THE GLENLIVET SINGLE CASK PULLMAN CLUB CAR,https://distiller.com/spirits/the-glenlivet-single-cask-pullman-club-car,7,The Glenlivet,spirit-cost cost-5,18 YEAR,56.24,RICH & FULL BODIED,"{""smoky"":10,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":15,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":30,""floral"":10}"
BRUICHLADDICH BERE BARLEY 2006 KYNAGARRY FARM,https://distiller.com/spirits/bruichladdich-bere-barley-2006-kynagarry-farm,7,Bruichladdich,spirit-cost cost-2,NAS,50.0,NA,NA
GLENKINCHIE 20 YEAR,https://distiller.com/spirits/glenkinchie-20-year,10,Glenkinchie,spirit-cost cost-4,20 YEAR,58.0,TART & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":15,""herbal"":20,""oily"":55,""full_bodied"":60,""rich"":15,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":70,""tart"":70,""fruity"":30,""floral"":30}"
GLEN PARKER SINGLE MALT,https://distiller.com/spirits/glen-parker-single-malt,7,Glen Parker,spirit-cost cost-1,NAS,40.0,NA,NA
ARRAN 17 YEAR,https://distiller.com/spirits/arran-17-year,8,Arran,spirit-cost cost-4,17 YEAR,46.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":10,""rich"":20,""sweet"":55,""briny"":5,""salty"":15,""vanilla"":65,""tart"":45,""fruity"":65,""floral"":55}"
BALBLAIR 1969 1ST RELEASE,https://distiller.com/spirits/balblair-1969-1st-release,7,Balblair,spirit-cost cost-5,NAS,41.4,NA,NA
LITTLEMILL 25 YEAR (2015 RELEASE),https://distiller.com/spirits/littlemill-25-year-2015-release,8,Littlemill,spirit-cost cost-5,25 YEAR,50.4,FRUITY & RICH,"{""smoky"":0,""peaty"":20,""spicy"":70,""herbal"":20,""oily"":50,""full_bodied"":80,""rich"":80,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":40,""tart"":50,""fruity"":90,""floral"":60}"
BENROMACH CHATEAU CISSAC WOOD FINISH 2006,https://distiller.com/spirits/benromach-chateau-cissac-wood-finish,7,Benromach,spirit-cost cost-3,NAS,45.0,NA,NA
GLENDRONACH 33 YEAR,https://distiller.com/spirits/glendronach-33-year,7,GlenDronach,spirit-cost cost-5,33 YEAR,40.0,NA,NA
THE MACALLAN 1972 SPEYMALT (GORDON & MACPHAIL),https://distiller.com/spirits/the-macallan-1972-speymalt-gordon-macphail,8,Gordon & MacPhail Speymalt,spirit-cost cost-5,,43.0,NA,NA
TOMATIN DECADES,https://distiller.com/spirits/tomatin-decades,11,Tomatin,spirit-cost cost-4,NAS,46.0,NA,NA
LAPHROAIG 15 YEAR CHIEFTAIN'S (IAN MACLEOD),https://distiller.com/spirits/chieftain-s-laphroaig-15-year,11,Ian Macleod Chieftain's ,spirit-cost cost-5,15 YEAR,46.0,NA,NA
"TOMATIN CUATRO SERIES #4 ""PEDRO XIMENEZ"" 12 YEAR",https://distiller.com/spirits/tomatin-cuatro-series-4-pedro-ximenez-12-year,12,Tomatin,spirit-cost cost-3,12 YEAR,46.0,NA,NA
HAZELBURN 10 YEAR OLD RUNDLETS & KILDERKINS 2003,https://distiller.com/spirits/hazelburn-10-year-old-rundlets-kilderkins-2003,20,Springbank,spirit-cost cost-4,10 YEAR,50.1,NA,NA
GLENMORANGIE TAGHTA,https://distiller.com/spirits/glenmorangie-taghta,12,Glenmorangie,spirit-cost cost-4,NAS,46.0,FRUITY & OILY,"{""smoky"":0,""peaty"":0,""spicy"":65,""herbal"":10,""oily"":65,""full_bodied"":10,""rich"":50,""sweet"":50,""briny"":20,""salty"":0,""vanilla"":60,""tart"":30,""fruity"":65,""floral"":45}"
AUCHENTOSHAN SOLERA,https://distiller.com/spirits/auchentoshan-solera,11,Auchentoshan,spirit-cost cost-5,,48.0,NA,NA
AUCHENTOSHAN COOPER'S RESERVE 14 YEAR,https://distiller.com/spirits/auchentoshan-cooper-s-reserve-14-year,12,Auchentoshan,spirit-cost cost-3,14 YEAR,46.0,NA,NA
GLENDRONACH OCTARINE 8 YEAR,https://distiller.com/spirits/glendronach-octarine-8-year,11,GlenDronach,spirit-cost cost-2,8 YEAR,46.0,NA,NA
"THE BALVENIE TUN 1401, BATCH 9",https://distiller.com/spirits/the-balvenie-tun-1401-batch-9,11,The Balvenie,spirit-cost cost-5,NAS,49.3,RICH & SPICY,"{""smoky"":53,""peaty"":0,""spicy"":81,""herbal"":61,""oily"":74,""full_bodied"":79,""rich"":81,""sweet"":73,""briny"":43,""salty"":46,""vanilla"":70,""tart"":54,""fruity"":77,""floral"":68}"
GLEN SPEY 21 YEAR,https://distiller.com/spirits/glen-spey-21-year,12,Glen Spey,spirit-cost cost-5,21,50.4,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":50,""tart"":30,""fruity"":80,""floral"":10}"
KILKERRAN 8 CASK STRENGTH (2021),https://distiller.com/spirits/kilkerran-8-cask-strength-2021,10,,spirit-cost cost-3,8,56.9,NA,NA
BRUICHLADDICH ISLAY BARLEY 2012,https://distiller.com/spirits/bruichladdich-islay-barley-2012,10,Bruichladdich,spirit-cost cost-3,8 YEAR,50.0,NA,NA
ABERLOUR DOUBLE CASK 12 YEAR,https://distiller.com/spirits/aberlour-double-cask-12-year,11,,spirit-cost cost-3,12,40.0,NA,NA
MORTLACH 16 YEAR FLORA & FAUNA,https://distiller.com/spirits/mortlach-16,11,Mortlach,spirit-cost cost-5,16 YEAR,43.0,NA,NA
TOMATIN 18,https://distiller.com/spirits/tomatin-18,10,,spirit-cost cost-3,18,46.0,NA,NA
BRUICHLADDICH ISLAY BARLEY WE BELIEVE TERROIR MATTERS,https://distiller.com/spirits/bruichladdich-islay-barley-we-believe-terroir-matters,11,,spirit-cost cost-1,,50.0,NA,NA
OBAN DISTILLERY EXCLUSIVE BOTTLING BATCH 01,https://distiller.com/spirits/oban-distillery-exclusice-bottling,11,,spirit-cost cost-4,,48.0,NA,NA
GLENALLACHIE 10 YEAR PORT WOOD FINISH,https://distiller.com/spirits/glenallachie-10-year-port-wood-finish,10,GlenAllachie,spirit-cost cost-3,10 YEAR,48.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":20,""full_bodied"":30,""rich"":40,""sweet"":45,""briny"":0,""salty"":0,""vanilla"":20,""tart"":35,""fruity"":30,""floral"":20}"
GLENGOYONE CASK STRENGTH BATCH 5,https://distiller.com/spirits/glengoyone-cask-strength-batch-5,11,,spirit-cost cost-4,,59.1,NA,NA
GRANGESTONE 25YR SINGLE MALT SHERRY CASK FINISH,https://distiller.com/spirits/grangestone-25yr-single-malt-sherry-cask-finish,12,,spirit-cost cost-4,25,40.0,NA,NA
GLEN MARNOCH ISLAY,https://distiller.com/spirits/glen-marnoch-islay,11,,spirit-cost cost-1,,40.0,NA,NA
THE SINGLETON OF GLENDULLAN DOUBLE MATURED,https://distiller.com/spirits/the-singleton-of-glendullan-double-matured,11,,spirit-cost cost-3,,40.0,NA,NA
GLENDRONACH 2003 11 YEAR SINGLE CASK PEDRO XIMENEZ,https://distiller.com/spirits/2003-glendronach-11-year-single-cask-pedro-ximenez,10,,spirit-cost cost-4,11,57.1,NA,NA
BRUICHLADDICH HB 90/27,https://distiller.com/spirits/bruichladdich-hb-90-27,10,,spirit-cost cost-5,27,49.5,NA,NA
OLD PULTENEY 2006,https://distiller.com/spirits/old-pulteney-2006,14,Old Pulteney,spirit-cost cost-3,NAS,46.0,SWEET,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":25,""full_bodied"":45,""rich"":30,""sweet"":45,""briny"":10,""salty"":25,""vanilla"":40,""tart"":5,""fruity"":35,""floral"":30}"
GLENGOYNE CASK STRENGTH BATCH NO. 003,https://distiller.com/spirits/glengoyne-cask-strength-batch-no-003,10,,spirit-cost cost-4,,58.2,NA,NA
LEDAIG 2005 HERMITAGE WOOD FINISH (GORDON & MACPHAIL) ,https://distiller.com/spirits/ledaig-2005-hermitage-wood-finish-gordon-macphail,11,,spirit-cost cost-3,11,45.0,NA,NA
THE GLENROTHES 2004,https://distiller.com/spirits/the-glenrothes-2004,10,The Glenrothes,spirit-cost cost-3,NAS,43.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":40,""oily"":0,""full_bodied"":40,""rich"":60,""sweet"":50,""briny"":0,""salty"":20,""vanilla"":60,""tart"":30,""fruity"":80,""floral"":50}"
BRUICHLADDICH 1984/32 BOURBON: ALL IN,https://distiller.com/spirits/bruichladdich-1984-32-bourbon-all-in,12,Bruichladdich,spirit-cost cost-5,32 YEAR,43.7,FULL BODIED & VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":50,""full_bodied"":90,""rich"":80,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":80,""tart"":20,""fruity"":70,""floral"":20}"
ALLT A BHAINNE 1993 22 YEAR (THE EXCLUSIVE MALTS),https://distiller.com/spirits/allt-a-bhainne-1993-22-year-the-exclusive-malts,10,The Exclusive Malts,spirit-cost cost-5,22 YEAR,50.7,NA,NA
DALMORE VINTAGE 1998 18 YEAR,https://distiller.com/spirits/dalmore-vintage-1998-18-year,11,The Dalmore,spirit-cost cost-5,18 YEAR,44.0,NA,NA
JURA TASTIVAL 2017,https://distiller.com/spirits/jura-tastival-2017,10,Jura,spirit-cost cost-4,NAS,51.0,NA,NA
FINLAGGAN SHERRY FINISH,https://distiller.com/spirits/finlaggan-sherry-finish,13,Finlaggan,spirit-cost cost-2,NAS,46.0,NA,NA
GLENFARCLAS 15 YEAR 103° PROOF,https://distiller.com/spirits/glenfarclas-15-year-103-proof,10,Glenfarclas,spirit-cost cost-4,15 YEAR,58.6,NA,NA
TOMATIN 1988,https://distiller.com/spirits/tomatin-1988,12,Tomatin,spirit-cost cost-5,25 YEAR,43.0,NA,NA
GLENFIDDICH RARE COLLECTION VINTAGE 1978 CASK #28121,https://distiller.com/spirits/glenfiddich-1978-rare-collection-cask,11,Glenfiddich,spirit-cost cost-5,36 YEAR,54.1,FULL BODIED & RICH,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":10,""oily"":30,""full_bodied"":80,""rich"":70,""sweet"":40,""briny"":0,""salty"":0,""vanilla"":50,""tart"":10,""fruity"":20,""floral"":30}"
CAOL ILA UNPEATED 14 YEAR (2012 SPECIAL RELEASE),https://distiller.com/spirits/caol-ila-unpeated-14-year-2012-special-release,11,Caol Ila,spirit-cost cost-4,14 YEAR,59.3,FRUITY & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":40,""herbal"":25,""oily"":40,""full_bodied"":45,""rich"":45,""sweet"":55,""briny"":10,""salty"":10,""vanilla"":15,""tart"":15,""fruity"":70,""floral"":50}"
TULLIBARDINE 1993,https://distiller.com/spirits/tullibardine-1993,11,Tullibardine,spirit-cost cost-3,NAS,40.0,NA,NA
THE MACALLAN NO. 6 IN LALIQUE,https://distiller.com/spirits/the-macallan-no-6-in-lalique,10,The Macallan,spirit-cost cost-5,NAS,43.0,FRUITY & FLORAL,"{""smoky"":3,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":15,""full_bodied"":45,""rich"":45,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":45,""tart"":35,""fruity"":75,""floral"":70}"
ANCNOC VINTAGE 1975,https://distiller.com/spirits/ancnoc-1975,10,anCnoc,spirit-cost cost-5,NAS,46.0,RICH & FULL BODIED,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":20,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":40,""tart"":5,""fruity"":40,""floral"":0}"
THE GLENROTHES 1992 (2ND EDITION),https://distiller.com/spirits/the-glenrothes-1992-2nd-edition,10,The Glenrothes,spirit-cost cost-5,22 YEARS,43.0,RICH & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":20,""full_bodied"":85,""rich"":85,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":40,""tart"":10,""fruity"":30,""floral"":0}"
GLENMORANGIE 10 YEAR (1990S BOTTLING),https://distiller.com/spirits/glenmorangie-10-year-1990s-bottling,9,Glenmorangie,spirit-cost cost-4,10 YEAR,40.0,NA,NA
"ARRAN QUARTER CASK, CASK STRENGTH",https://distiller.com/spirits/arran-quarter-cask-cask-strength,9,,spirit-cost cost-4,,56.2,NA,NA
NC’NEAN ORGANIC SINGLE MALT,https://distiller.com/spirits/nc-nean-organic-single-malt,10,Nc'nean,spirit-cost cost-3,NAS,46.0,NA,NA
SEAWEED & AEONS & DIGGING & FIRE 10 YEAR OLD,https://distiller.com/spirits/seaweed-aeons-digging-fire-10-year-old,9,,spirit-cost cost-2,10,40.0,NA,NA
BENROMACH CASK STRENGTH VINTAGE 2009 (BATCH 1),https://distiller.com/spirits/benromach-cask-strength-vintage-2009-batch-1,9,,spirit-cost cost-3,10,58.8,NA,NA
DALMORE REGALIS,https://distiller.com/spirits/dalmore-regalis,11,,spirit-cost cost-3,,40.0,NA,NA
GLENFIDDICH SPECIAL RESERVE SINGLE MALT,https://distiller.com/spirits/glenfiddich-special-reserve-single-malt,9,,spirit-cost cost-3,,40.0,NA,NA
ARRAN 21 YEAR (LIMITED EDITION),https://distiller.com/spirits/arran-21-year-limited-edition,9,Arran,spirit-cost cost-4,21 YEAR,46.0,NA,NA
THE BALVENIE TUN 1509 BATCH 3,https://distiller.com/spirits/the-balvenie-tun-1509-batch-3,9,,spirit-cost cost-5,,52.2,NA,NA
GLENFIDDICH CAORAN RESERVE 12 YEAR,https://distiller.com/spirits/glenfiddich-caoran-reserve-12-year,9,Glenfiddich,spirit-cost cost-1,12 YEAR,40.0,NA,NA
KING'S FALCON,https://distiller.com/spirits/king-s-falcon,10,,spirit-cost cost-2,,40.0,NA,NA
KILCHOMAN PX SHERRY FINISH SINGLE CASK,https://distiller.com/spirits/kilchoman-px-sherry-finish-single-cask,9,,spirit-cost cost-4,2013,58.7,NA,NA
BALBLAIR 2004 1ST RELEASE,https://distiller.com/spirits/balblair-2004-1st-release,10,,spirit-cost cost-3,,46.0,NA,NA
ROSEBANK 21 YEAR (2014 SPECIAL RELEASE),https://distiller.com/spirits/rosebank-21-year-2014-special-release,9,,spirit-cost cost-5,21,55.3,NA,NA
PIITYVAICH 12 YR OLD,https://distiller.com/spirits/piityvaich-12-yr-old,9,,spirit-cost cost-5,12,43.0,NA,NA
GLENDRONACH GRANDEUR 24 YEAR BATCH 9,https://distiller.com/spirits/glendronach-grandeur-24-year-batch-9,9,GlenDronach,spirit-cost cost-5,24 YEAR,48.7,NA,NA
GLEN KEITH 1995 21 YEAR (ALEXANDER MURRAY & CO.),https://distiller.com/spirits/glen-keith-1995-21-year-alexander-murray,10,Alexander Murray & Co.,spirit-cost cost-4,21 YEAR,43.0,NA,NA
THE BALVENIE TUN 1401 BATCH 5,https://distiller.com/spirits/the-balvenie-tun-1401-batch-5,10,The Balvenie,spirit-cost cost-5,NAS,50.1,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":20,""herbal"":10,""oily"":10,""full_bodied"":75,""rich"":85,""sweet"":30,""briny"":0,""salty"":0,""vanilla"":25,""tart"":40,""fruity"":55,""floral"":0}"
BALLANTINE'S GLENTAUCHERS 15 YEAR,https://distiller.com/spirits/ballantine-s-glentauchers-15-year,9,Ballantine’s,spirit-cost cost-3,15 YEAR,40.0,NA,NA
BENROMACH TRIPLE DISTILLED 2009,https://distiller.com/spirits/benromach-triple-distilled-2009,11,Benromach,spirit-cost cost-3,NAS,50.0,FRUITY,"{""smoky"":20,""peaty"":10,""spicy"":5,""herbal"":20,""oily"":25,""full_bodied"":35,""rich"":20,""sweet"":35,""briny"":5,""salty"":0,""vanilla"":25,""tart"":30,""fruity"":35,""floral"":15}"
SPRINGBANK BAROLO FINISH 9 YEAR,https://distiller.com/spirits/springbank-barolo-finish-9-year,9,Springbank,spirit-cost cost-3,9 YEAR,54.7,NA,NA
GLEN GARIOCH 1998 WINE CASK MATURED,https://distiller.com/spirits/glen-garioch-1998-wine-cask-matured,10,Glen Garioch,spirit-cost cost-4,NAS,48.0,NA,NA
BENRIACH 2000 OLOROSO SHERRY 12 YEAR,https://distiller.com/spirits/benriach-2000-oloroso-sherry-12-year,9,Benriach,spirit-cost cost-3,12 YEAR,58.1,NA,NA
CAOL ILA 1995 DISTILLERS EDITION,https://distiller.com/spirits/caol-ila-1995-distillers-edition,9,Caol Ila,spirit-cost cost-3,NAS,43.0,NA,NA
"TOMATIN CUATRO SERIES #2 ""MANZANILLA"" 12 YEAR",https://distiller.com/spirits/tomatin-cuatro-series-2-manzanilla-12-year,10,Tomatin,spirit-cost cost-3,12 YEAR,46.0,NA,NA
"TOMATIN CUATRO SERIES #1 ""FINO"" 12 YEAR",https://distiller.com/spirits/tomatin-cuatro-series-1-fino-12-year,10,Tomatin,spirit-cost cost-3,12 YEAR,46.0,NA,NA
THE DEVERON 10 YEAR,https://distiller.com/spirits/the-deveron-10-year,9,The Deveron,spirit-cost cost-1,10 YEAR,40.0,NA,NA
GLENMORANGIE SONNALTA PX,https://distiller.com/spirits/glenmorangie-sonnalta-px,10,Glenmorangie,spirit-cost cost-4,NAS,46.0,OILY & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":35,""herbal"":5,""oily"":75,""full_bodied"":70,""rich"":60,""sweet"":65,""briny"":0,""salty"":0,""vanilla"":65,""tart"":45,""fruity"":55,""floral"":40}"
ANCNOC VINTAGE 2001,https://distiller.com/spirits/ancnoc-2001-vintage,9,anCnoc,spirit-cost cost-3,NAS,46.0,NA,NA
ABERLOUR 14 YEAR DOUBLE CASK MATURED,https://distiller.com/spirits/aberlour-14-year-double-cask-matured,8,Aberlour,spirit-cost cost-5,14 YEAR,40.0,NA,NA
ABERFELDY 18 YEAR FRENCH RED WINE CASK FINISH,https://distiller.com/spirits/aberfeldy-18-year-french-red-wine-cask-finish,8,Aberfeldy,spirit-cost cost-4,18 YEAR,43.0,RICH & SWEET,"{""smoky"":5,""peaty"":0,""spicy"":45,""herbal"":30,""oily"":60,""full_bodied"":60,""rich"":70,""sweet"":65,""briny"":10,""salty"":5,""vanilla"":55,""tart"":20,""fruity"":35,""floral"":25}"
THAT BOUTIQUE-Y WHISKY COMPANY INCHFAD,https://distiller.com/spirits/that-boutique-y-whisky-company-inchfad,8,,spirit-cost cost-1,13,49.5,NA,NA
BUNNAHABHAIN 2008 MANZANILLA CASK MATURED,https://distiller.com/spirits/bunnahabhain-2008-manzanilla-cask-matured,8,,spirit-cost cost-5,11,52.3,NA,NA
SPEY RIVER BOURBON CASK FINISH,https://distiller.com/spirits/spey-river-bourbon-cask-finish,8,,spirit-cost cost-2,,40.0,NA,NA
GLENCADAM RESERVA ANDALUCIA,https://distiller.com/spirits/glencadam-reserva-andalucia,8,Glencadam,spirit-cost cost-2,NAS,46.0,FRUITY,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":20,""oily"":35,""full_bodied"":25,""rich"":20,""sweet"":35,""briny"":10,""salty"":0,""vanilla"":20,""tart"":20,""fruity"":37,""floral"":10}"
LAGAVULIN 12 YEAR BOTTLED 2010,https://distiller.com/spirits/lagavulin-12-year-bottled-2010,10,,spirit-cost cost-5,12,56.5,NA,NA
THE BALVENIE THE EDGE OF BURNHEAD WOOD 19 YEAR,https://distiller.com/spirits/the-balvenie-the-edge-of-burnhead-wood-19-year,9,The Balvenie,spirit-cost cost-5,19 YEAR,48.7,FLORAL & FRUITY,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":60,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":60,""tart"":40,""fruity"":80,""floral"":80}"
LAPHROAIG 15,https://distiller.com/spirits/laphroaig-15,8,,spirit-cost cost-2,15,43.0,NA,NA
MACDUFF 10 YEAR OLD (THAT BOUTIQUE-Y WHISKY COMPANY),https://distiller.com/spirits/macduff-10-year-old-that-boutique-y-whisky-company,9,,spirit-cost cost-3,10,50.2,NA,NA
BENROMACH PEAT SMOKE 2009,https://distiller.com/spirits/benromach-peat-smoke-2009,10,,spirit-cost cost-2,11,46.0,NA,NA
SMOKEHEAD ROCK EDITION II,https://distiller.com/spirits/smokehead-rock-edition-ii,9,,spirit-cost cost-3,,46.6,NA,NA
TAMNAVULIN TEMPRANILLO CASK EDITION,https://distiller.com/spirits/tamnavulin-tempranillo-cask-edition,9,,spirit-cost cost-2,,40.0,NA,NA
GLEN SCOTIA CAMPBELTOWN HARBOUR CLASSIC CAMPBELTOWN MALT,https://distiller.com/spirits/glen-scotia-campbeltown-harbour-classic-campbeltown-malt,10,,spirit-cost cost-2,,40.0,NA,NA
GLENMORANGIE THE ACCORD,https://distiller.com/spirits/glenmorangie-the-accord,10,,spirit-cost cost-5,12,,NA,NA
GLENROTHES 11 YEAR DISCOVERY (GORDON & MACPHAIL),https://distiller.com/spirits/glenrothes-11-year-discovery-gordon-macphail,8,,spirit-cost cost-3,11,43.0,NA,NA
BENRIACH PEATED CASK STRENGTH BATCH 2,https://distiller.com/spirits/benriach-peated-cask-strength-batch-2,10,,spirit-cost cost-5,,60.0,NA,NA
LOCH LOMOND CLASSIC SINGLE MALT,https://distiller.com/spirits/loch-lomond-classic-single-malt,9,,spirit-cost cost-5,,,NA,NA
SHIELDAIG 21 YEAR SINGLE MALT WHISKY,https://distiller.com/spirits/shieldaig-21-year-single-malt-whisky,8,,spirit-cost cost-3,21,43.0,NA,NA
COMPASS BOX MYTHS & LEGENDS I,https://distiller.com/spirits/compass-box-myths-legends-i,8,Compass Box,spirit-cost cost-5,NAS,46.0,NA,NA
GLEN MORAY FIRED OAK 10 YEAR,https://distiller.com/spirits/glen-moray-fired-oak-10-year,8,Glen Moray,spirit-cost cost-3,10 YEAR,80.0,NA,NA
GLEN KIRK SPEYSIDE SINGLE MALT 8 YEAR,https://distiller.com/spirits/glen-kirk-speyside-single-malt-8-year,9,,spirit-cost cost-1,8,40.0,NA,NA
BUNNAHABHAIN 11 YEAR DISCOVERY (GORDON & MACPHAIL),https://distiller.com/spirits/bunnahabhain-11-year-discovery-gordon-macphail,8,Gordon & Macphail Discovery,spirit-cost cost-4,11 YEAR,43.0,NA,NA
TOMATIN 12 YEAR OLD FRENCH OAK,https://distiller.com/spirits/tomatin-12-year-old-french-oak,8,,spirit-cost cost-3,12,46.0,NA,NA
BUNNAHABHAIN 1990 26 YEAR (ALEXANDER MURRAY & CO.),https://distiller.com/spirits/bunnahabhain-1990-26-year-alexander-murray-co,9,Alexander Murray & Co.,spirit-cost cost-5,26 YEAR,43.0,NA,NA
ISLE OF JURA 16 YEAR (DISCONTINUED),https://distiller.com/spirits/isle-of-jura-16-year-discontinued,8,Jura,spirit-cost cost-4,16 YEAR,40.0,NA,NA
ABERLOUR CASG ANNAMH BATCH #1,https://distiller.com/spirits/abelour-casg-annamh-batch-1,8,,spirit-cost cost-3,,48.0,NA,NA
TRADER JOE’S HIGHLAND SINGLE MALT SCOTCH WHISKY - BOURBON CASK FINISH,https://distiller.com/spirits/trader-joe-s-highland-single-malt-scotch-whisky-bourbon-cask-finish,8,,spirit-cost cost-1,,40.0,NA,NA
CARDHU DISTILLERY EXCLUSIVE,https://distiller.com/spirits/cardhu-distillery-exclusive,9,,spirit-cost cost-4,,48.0,NA,NA
BENRIACH QUARTER CASKS,https://distiller.com/spirits/benriach-quarter-casks,9,,spirit-cost cost-3,,46.0,NA,NA
GLEN SCOTIA 16 YEAR,https://distiller.com/spirits/glen-scotia-16-year,14,Glen Scotia,spirit-cost cost-4,16 YEAR,46.0,NA,NA
