Whisk_Name,Whisk_Type,Whisk_Loc,Communal_Rating,Distiller_Score,URL,Num_Revs,Brand,Cost,Age,ABV,Flavor,Profile,smoky,peaty,spicy,herbal,oily,full_bodied,rich,sweet,briny,salty,vanilla,tart,fruity,floral,Distiller
GLENMORANGIE QUINTA RUBAN PORT CASK FINISH 14 YEAR,Single Malt,HIGHLAND,3.94,88.0,https://distiller.com/spirits/glenmorangie-quinta-ruban-port-cask-finish-14-year,636,GLENMORANGIE,3,14,46.0,RICH & SWEET,"{""smoky"":10,""peaty"":0,""spicy"":50,""herbal"":35,""oily"":40,""full_bodied"":55,""rich"":60,""sweet"":55,""briny"":20,""salty"":15,""vanilla"":35,""tart"":25,""fruity"":40,""floral"":25}",10.0,0.0,50.0,35.0,40.0,55.0,60.0,55.0,20.0,15.0,35.0,25.0,40.0,25.0,GLENMORANGIE
ANCNOC 12 YEAR,Single Malt,HIGHLAND,3.57,85.0,https://distiller.com/spirits/ancnoc-12,607,ANCNOC,2,12,40.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":10,""spicy"":40,""herbal"":30,""oily"":40,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":30,""salty"":30,""vanilla"":60,""tart"":50,""fruity"":70,""floral"":50}",20.0,10.0,40.0,30.0,40.0,70.0,70.0,70.0,30.0,30.0,60.0,50.0,70.0,50.0,ANCNOC
GLENDRONACH REVIVAL 15 YEAR,Single Malt,HIGHLAND,4.22,88.0,https://distiller.com/spirits/glendronach-revival-15-year,592,GLENDRONACH,4,15,46.0,SWEET & RICH,"{""smoky"":30,""peaty"":0,""spicy"":60,""herbal"":40,""oily"":50,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":50,""floral"":20}",30.0,0.0,60.0,40.0,50.0,60.0,70.0,70.0,0.0,20.0,50.0,40.0,50.0,20.0,GLENDRONACH
THE MACALLAN FINE OAK 10 YEAR,Single Malt,HIGHLAND,3.38,85.0,https://distiller.com/spirits/the-macallan-fine-oak-10,545,THE MACALLAN,2,10,40.0,SWEET & RICH,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":20,""oily"":60,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":20}",20.0,0.0,40.0,20.0,60.0,70.0,70.0,70.0,0.0,20.0,50.0,50.0,50.0,20.0,MACALLAN
GLENFIDDICH 21 YEAR RESERVA RUM CASK FINISH,Single Malt,SPEYSIDE,4.26,90.0,https://distiller.com/spirits/glenfiddich-21-gran-reserva,538,GLENFIDDICH,5,21,40.0,VANILLA & SWEET,"{""smoky"":60,""peaty"":10,""spicy"":60,""herbal"":10,""oily"":40,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":80,""tart"":30,""fruity"":70,""floral"":40}",60.0,10.0,60.0,10.0,40.0,70.0,80.0,80.0,10.0,10.0,80.0,30.0,70.0,40.0,GLENFIDDICH
GLENFARCLAS 15 YEAR,Single Malt,HIGHLAND,3.88,91.0,https://distiller.com/spirits/glenfarclas-15-year,539,GLENFARCLAS,3,15,46.0,FRUITY & SWEET,"{""smoky"":35,""peaty"":20,""spicy"":40,""herbal"":0,""oily"":0,""full_bodied"":55,""rich"":55,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":55,""tart"":40,""fruity"":60,""floral"":15}",35.0,20.0,40.0,0.0,0.0,55.0,55.0,60.0,0.0,10.0,55.0,40.0,60.0,15.0,GLENFARCLAS
THE GLENROTHES SELECT RESERVE,Single Malt,SPEYSIDE,3.47,87.0,https://distiller.com/spirits/the-glenrothes-select-reserve,515,THE GLENROTHES,2,NAS,43.0,FRUITY & VANILLA,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":10,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":10,""salty"":10,""vanilla"":70,""tart"":20,""fruity"":70,""floral"":30}",10.0,0.0,60.0,20.0,10.0,60.0,60.0,60.0,10.0,10.0,70.0,20.0,70.0,30.0,GLENROTHES
THE SINGLETON OF DUFFTOWN 12 YEAR,Single Malt,SPEYSIDE,3.28,84.0,https://distiller.com/spirits/the-singleton-of-dufftown-12,511,THE SINGLETON,2,12,40.0,FRUITY & SWEET,"{""smoky"":10,""peaty"":10,""spicy"":45,""herbal"":20,""oily"":35,""full_bodied"":45,""rich"":45,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":10,""tart"":30,""fruity"":75,""floral"":0}",10.0,10.0,45.0,20.0,35.0,45.0,45.0,60.0,0.0,10.0,10.0,30.0,75.0,0.0,DUFFTOWN
ABERLOUR 12 YEAR SHERRY CASK MATURED,Single Malt,HIGHLAND,3.7,87.0,https://distiller.com/spirits/aberlour-12-sherry-cask-matured,492,ABERLOUR,3,12,43.0,SWEET & RICH,"{""smoky"":15,""peaty"":0,""spicy"":20,""herbal"":0,""oily"":10,""full_bodied"":70,""rich"":70,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":0,""fruity"":35,""floral"":5}",15.0,0.0,20.0,0.0,10.0,70.0,70.0,70.0,0.0,0.0,10.0,0.0,35.0,5.0,ABERLOUR
THE MACALLAN AMBER 1824 SERIES,Single Malt,HIGHLAND,3.65,86.0,https://distiller.com/spirits/the-macallan-amber-1824-series,484,THE MACALLAN,3,NAS,40.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":60,""herbal"":20,""oily"":10,""full_bodied"":60,""rich"":70,""sweet"":80,""briny"":0,""salty"":0,""vanilla"":50,""tart"":10,""fruity"":90,""floral"":10}",0.0,0.0,60.0,20.0,10.0,60.0,70.0,80.0,0.0,0.0,50.0,10.0,90.0,10.0,MACALLAN
DEANSTON 12 YEAR,Single Malt,HIGHLAND,3.45,79.0,https://distiller.com/spirits/deanston-12,488,DEANSTON,2,12,46.3,FRUITY,"{""smoky"":30,""peaty"":10,""spicy"":30,""herbal"":40,""oily"":50,""full_bodied"":40,""rich"":40,""sweet"":50,""briny"":20,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":30}",30.0,10.0,30.0,40.0,50.0,40.0,40.0,50.0,20.0,20.0,50.0,50.0,50.0,30.0,DEANSTON
ABERLOUR 18 YEAR,Single Malt,HIGHLAND,4.32,92.0,https://distiller.com/spirits/aberlour-18-year,482,ABERLOUR,4,18,43.0,FRUITY & RICH,"{""smoky"":40,""peaty"":40,""spicy"":74,""herbal"":42,""oily"":78,""full_bodied"":82,""rich"":83,""sweet"":81,""briny"":63,""salty"":64,""vanilla"":76,""tart"":36,""fruity"":84,""floral"":58}",40.0,40.0,74.0,42.0,78.0,82.0,83.0,81.0,63.0,64.0,76.0,36.0,84.0,58.0,ABERLOUR
DALMORE CIGAR MALT RESERVE,Single Malt,HIGHLAND,4.15,90.0,https://distiller.com/spirits/dalmore-cigar-malt-reserve,467,THE DALMORE,4,NAS,44.0,FRUITY & SWEET,"{""smoky"":60,""peaty"":50,""spicy"":70,""herbal"":40,""oily"":70,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":15,""salty"":15,""vanilla"":70,""tart"":50,""fruity"":80,""floral"":50}",60.0,50.0,70.0,40.0,70.0,80.0,80.0,80.0,15.0,15.0,70.0,50.0,80.0,50.0,DALMORE
GLENFARCLAS 25 YEAR,Single Malt,HIGHLAND,4.26,91.0,https://distiller.com/spirits/glenfarclas-25,476,GLENFARCLAS,5,25,43.0,FRUITY & RICH,"{""smoky"":20,""peaty"":0,""spicy"":60,""herbal"":40,""oily"":30,""full_bodied"":70,""rich"":70,""sweet"":60,""briny"":0,""salty"":10,""vanilla"":40,""tart"":50,""fruity"":80,""floral"":30}",20.0,0.0,60.0,40.0,30.0,70.0,70.0,60.0,0.0,10.0,40.0,50.0,80.0,30.0,GLENFARCLAS
DALMORE 18 YEAR,Single Malt,HIGHLAND,4.2,92.0,https://distiller.com/spirits/dalmore-18,460,THE DALMORE,5,18,43.0,FRUITY & RICH,"{""smoky"":30,""peaty"":10,""spicy"":70,""herbal"":10,""oily"":10,""full_bodied"":80,""rich"":90,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":60,""tart"":30,""fruity"":90,""floral"":30}",30.0,10.0,70.0,10.0,10.0,80.0,90.0,80.0,10.0,10.0,60.0,30.0,90.0,30.0,DALMORE
ARRAN 10 YEAR,Single Malt,ISLANDS,3.46,79.0,https://distiller.com/spirits/arran-10-year,464,ARRAN,2,10,46.0,SWEET & FRUITY,"{""smoky"":27,""peaty"":0,""spicy"":71,""herbal"":68,""oily"":67,""full_bodied"":74,""rich"":76,""sweet"":80,""briny"":63,""salty"":62,""vanilla"":77,""tart"":78,""fruity"":79,""floral"":60}",27.0,0.0,71.0,68.0,67.0,74.0,76.0,80.0,63.0,62.0,77.0,78.0,79.0,60.0,ARRAN
GLENGOYNE 12 YEAR,Single Malt,HIGHLAND,3.67,88.0,https://distiller.com/spirits/glengoyne-12,462,GLENGOYNE,2,12,43.0,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":80,""sweet"":80,""briny"":0,""salty"":5,""vanilla"":20,""tart"":0,""fruity"":15,""floral"":10}",0.0,0.0,10.0,0.0,10.0,80.0,80.0,80.0,0.0,5.0,20.0,0.0,15.0,10.0,GLENGOYNE
GLENFIDDICH PROJECT XX,Single Malt,SPEYSIDE,3.83,87.0,https://distiller.com/spirits/glenfiddich-project-xx,470,GLENFIDDICH,3,NAS,47.0,TART & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":30,""herbal"":10,""oily"":10,""full_bodied"":40,""rich"":40,""sweet"":60,""briny"":5,""salty"":0,""vanilla"":50,""tart"":60,""fruity"":40,""floral"":20}",0.0,0.0,30.0,10.0,10.0,40.0,40.0,60.0,5.0,0.0,50.0,60.0,40.0,20.0,GLENFIDDICH
KILCHOMAN MACHIR BAY 2012,Single Malt,ISLAY,4.0,93.0,https://distiller.com/spirits/kilchoman-machir-bay-2012,420,KILCHOMAN,3,NAS,46.0,SMOKY & FULL BODIED,"{""smoky"":83,""peaty"":79,""spicy"":76,""herbal"":81,""oily"":80,""full_bodied"":81,""rich"":77,""sweet"":62,""briny"":80,""salty"":73,""vanilla"":52,""tart"":63,""fruity"":67,""floral"":68}",83.0,79.0,76.0,81.0,80.0,81.0,77.0,62.0,80.0,73.0,52.0,63.0,67.0,68.0,KILCHOMAN
GLENFARCLAS 21 YEAR,Single Malt,HIGHLAND,4.13,90.0,https://distiller.com/spirits/glenfarclas-21,427,GLENFARCLAS,4,21,43.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":20,""spicy"":60,""herbal"":40,""oily"":50,""full_bodied"":70,""rich"":60,""sweet"":70,""briny"":10,""salty"":20,""vanilla"":50,""tart"":40,""fruity"":70,""floral"":20}",40.0,20.0,60.0,40.0,50.0,70.0,60.0,70.0,10.0,20.0,50.0,40.0,70.0,20.0,GLENFARCLAS
GLEN MORAY 12 YEAR,Single Malt,SPEYSIDE,3.29,85.0,https://distiller.com/spirits/glen-moray-12-year,424,GLEN MORAY,2,12,40.0,SWEET & FRUITY,"{""smoky"":10,""peaty"":0,""spicy"":60,""herbal"":45,""oily"":70,""full_bodied"":80,""rich"":85,""sweet"":88,""briny"":5,""salty"":10,""vanilla"":83,""tart"":10,""fruity"":85,""floral"":65}",10.0,0.0,60.0,45.0,70.0,80.0,85.0,88.0,5.0,10.0,83.0,10.0,85.0,65.0,GLEN MORAY
GLENDRONACH PARLIAMENT 21 YEAR,Single Malt,HIGHLAND,4.42,94.0,https://distiller.com/spirits/glendronach-parliament-21-year,440,GLENDRONACH,5,21,48.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":60,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":0,""salty"":10,""vanilla"":30,""tart"":40,""fruity"":70,""floral"":50}",30.0,0.0,60.0,30.0,30.0,60.0,60.0,70.0,0.0,10.0,30.0,40.0,70.0,50.0,GLENDRONACH
GLENGOYNE 15 YEAR,Single Malt,HIGHLAND,3.94,95.0,https://distiller.com/spirits/glengoyne-15,425,GLENGOYNE,3,15,43.0,RICH & FULL BODIED,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":10,""full_bodied"":80,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":25,""tart"":10,""fruity"":15,""floral"":5}",0.0,0.0,10.0,0.0,10.0,80.0,80.0,70.0,0.0,0.0,25.0,10.0,15.0,5.0,GLENGOYNE
THE BALVENIE TRIPLE CASK 12 YEAR,Single Malt,SPEYSIDE,3.97,,https://distiller.com/spirits/the-balvenie-triple-cask-12-year,426,THE BALVENIE,4,12,40.0,,,,,,,,,,,,,,,,,BALVENIE
THE GLENLIVET 21 YEAR ARCHIVE,Single Malt,SPEYSIDE,4.27,89.0,https://distiller.com/spirits/the-glenlivet-21-archive,412,THE GLENLIVET,4,21,43.0,FRUITY & VANILLA,"{""smoky"":40,""peaty"":10,""spicy"":70,""herbal"":10,""oily"":30,""full_bodied"":60,""rich"":70,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":70,""tart"":40,""fruity"":80,""floral"":10}",40.0,10.0,70.0,10.0,30.0,60.0,70.0,70.0,10.0,10.0,70.0,40.0,80.0,10.0,GLENLIVET
ABERLOUR 10 YEAR,Single Malt,HIGHLAND,3.18,,https://distiller.com/spirits/aberlour-10-year,403,ABERLOUR,2,10,40.0,,,,,,,,,,,,,,,,,ABERLOUR
DALMORE KING ALEXANDER III,Single Malt,HIGHLAND,4.29,88.0,https://distiller.com/spirits/dalmore-king-alexander,405,THE DALMORE,5,NAS,40.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":10,""spicy"":70,""herbal"":10,""oily"":20,""full_bodied"":70,""rich"":80,""sweet"":80,""briny"":10,""salty"":10,""vanilla"":60,""tart"":20,""fruity"":90,""floral"":60}",20.0,10.0,70.0,10.0,20.0,70.0,80.0,80.0,10.0,10.0,60.0,20.0,90.0,60.0,DALMORE
GLENFARCLAS 17 YEAR,Single Malt,HIGHLAND,4.06,92.0,https://distiller.com/spirits/glenfarclas-17,416,GLENFARCLAS,4,17,43.0,FRUITY & RICH,"{""smoky"":30,""peaty"":10,""spicy"":60,""herbal"":20,""oily"":30,""full_bodied"":70,""rich"":80,""sweet"":10,""briny"":20,""salty"":40,""vanilla"":40,""tart"":40,""fruity"":80,""floral"":20}",30.0,10.0,60.0,20.0,30.0,70.0,80.0,10.0,20.0,40.0,40.0,40.0,80.0,20.0,GLENFARCLAS
GLENGOYNE 10 YEAR,Single Malt,HIGHLAND,3.39,82.0,https://distiller.com/spirits/glengoyne-10,402,GLENGOYNE,3,10,43.0,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":0,""herbal"":0,""oily"":5,""full_bodied"":65,""rich"":65,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":10,""tart"":15,""fruity"":30,""floral"":0}",0.0,0.0,0.0,0.0,5.0,65.0,65.0,70.0,0.0,0.0,10.0,15.0,30.0,0.0,GLENGOYNE
THE MACALLAN GOLD 1824 SERIES,Single Malt,HIGHLAND,3.39,82.0,https://distiller.com/spirits/the-macallan-gold-1824-series,382,THE MACALLAN,3,NAS,40.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":10,""full_bodied"":50,""rich"":40,""sweet"":70,""briny"":10,""salty"":10,""vanilla"":60,""tart"":30,""fruity"":70,""floral"":20}",0.0,0.0,50.0,30.0,10.0,50.0,40.0,70.0,10.0,10.0,60.0,30.0,70.0,20.0,MACALLAN
GLEN SCOTIA 15 YEAR,Single Malt,CAMPBELTOWN,4.03,93.0,https://distiller.com/spirits/glen-scotia-15-year,398,GLEN SCOTIA,4,15,46.0,FULL BODIED & RICH,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":15,""oily"":15,""full_bodied"":80,""rich"":75,""sweet"":65,""briny"":10,""salty"":15,""vanilla"":40,""tart"":20,""fruity"":60,""floral"":10}",15.0,0.0,30.0,15.0,15.0,80.0,75.0,65.0,10.0,15.0,40.0,20.0,60.0,10.0,GLEN SCOTIA
AULTMORE 12 YEAR,Single Malt,SPEYSIDE,3.66,90.0,https://distiller.com/spirits/aultmore-12-year,389,AULTMORE,3,12,46.0,VANILLA,"{""smoky"":30,""peaty"":15,""spicy"":15,""herbal"":0,""oily"":10,""full_bodied"":35,""rich"":35,""sweet"":30,""briny"":10,""salty"":10,""vanilla"":45,""tart"":0,""fruity"":40,""floral"":10}",30.0,15.0,15.0,0.0,10.0,35.0,35.0,30.0,10.0,10.0,45.0,0.0,40.0,10.0,AULTMORE
GLEN GRANT 10 YEAR,Single Malt,SPEYSIDE,3.34,83.0,https://distiller.com/spirits/glen-grant-10,368,GLEN GRANT,2,10,40.0,FRUITY & SWEET,"{""smoky"":40,""peaty"":10,""spicy"":40,""herbal"":40,""oily"":30,""full_bodied"":60,""rich"":50,""sweet"":60,""briny"":20,""salty"":20,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":50}",40.0,10.0,40.0,40.0,30.0,60.0,50.0,60.0,20.0,20.0,50.0,50.0,70.0,50.0,GLEN GRANT
THE GLENLIVET 14 YEAR COGNAC CASK SELECTION,Single Malt,SPEYSIDE,3.74,85.0,https://distiller.com/spirits/the-glenlivet-14-year-cognac-cask-selection,376,THE GLENLIVET,3,14,40.0,FRUITY & SWEET,"{""smoky"":15,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":30,""full_bodied"":55,""rich"":55,""sweet"":60,""briny"":0,""salty"":0,""vanilla"":35,""tart"":40,""fruity"":65,""floral"":30}",15.0,0.0,30.0,0.0,30.0,55.0,55.0,60.0,0.0,0.0,35.0,40.0,65.0,30.0,GLENLIVET
SCAPA 16 YEAR,Single Malt,ISLANDS,3.8,87.0,https://distiller.com/spirits/scapa-16,339,SCAPA,4,16,40.0,SWEET & SALTY,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":70,""briny"":40,""salty"":60,""vanilla"":50,""tart"":50,""fruity"":50,""floral"":50}",20.0,0.0,50.0,40.0,40.0,50.0,50.0,70.0,40.0,60.0,50.0,50.0,50.0,50.0,SCAPA
JURA DIURACHS' OWN 16 YEAR,Single Malt,ISLANDS,3.6,87.0,https://distiller.com/spirits/jura-diurachs-own-16-year,324,JURA,3,16,40.0,FRUITY & SWEET,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":30,""salty"":30,""vanilla"":30,""tart"":50,""fruity"":70,""floral"":20}",20.0,0.0,50.0,40.0,40.0,60.0,60.0,70.0,30.0,30.0,30.0,50.0,70.0,20.0,JURA
GLEN GARIOCH 12 YEAR,Single Malt,HIGHLAND,3.69,89.0,https://distiller.com/spirits/glen-garioch-12-year,328,GLEN GARIOCH,3,12,48.0,FRUITY & SWEET,"{""smoky"":30,""peaty"":0,""spicy"":50,""herbal"":40,""oily"":40,""full_bodied"":60,""rich"":60,""sweet"":70,""briny"":40,""salty"":60,""vanilla"":50,""tart"":40,""fruity"":70,""floral"":40}",30.0,0.0,50.0,40.0,40.0,60.0,60.0,70.0,40.0,60.0,50.0,40.0,70.0,40.0,GLEN GARIOCH
TOBERMORY 10 YEAR,Single Malt,ISLANDS,3.53,90.0,https://distiller.com/spirits/tobermory-10,314,TOBERMORY,2,10,46.3,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":50,""herbal"":30,""oily"":30,""full_bodied"":60,""rich"":60,""sweet"":60,""briny"":30,""salty"":40,""vanilla"":50,""tart"":50,""fruity"":70,""floral"":30}",0.0,0.0,50.0,30.0,30.0,60.0,60.0,60.0,30.0,40.0,50.0,50.0,70.0,30.0,TOBERMORY
TAMDHU 10 YEAR,Single Malt,SPEYSIDE,3.54,89.0,https://distiller.com/spirits/tamdhu-10,323,TAMDHU,3,10,43.0,SWEET & RICH,"{""smoky"":0,""peaty"":0,""spicy"":10,""herbal"":0,""oily"":0,""full_bodied"":70,""rich"":75,""sweet"":85,""briny"":0,""salty"":0,""vanilla"":25,""tart"":25,""fruity"":50,""floral"":10}",0.0,0.0,10.0,0.0,0.0,70.0,75.0,85.0,0.0,0.0,25.0,25.0,50.0,10.0,TAMDHU
GLENFARCLAS 10 YEAR,Single Malt,HIGHLAND,3.4,82.0,https://distiller.com/spirits/glenfarclas-10-year,321,GLENFARCLAS,4,10,40.0,FRUITY & VANILLA,"{""smoky"":15,""peaty"":0,""spicy"":35,""herbal"":20,""oily"":15,""full_bodied"":50,""rich"":25,""sweet"":40,""briny"":10,""salty"":0,""vanilla"":55,""tart"":35,""fruity"":65,""floral"":50}",15.0,0.0,35.0,20.0,15.0,50.0,25.0,40.0,10.0,0.0,55.0,35.0,65.0,50.0,GLENFARCLAS
THE BALVENIE SINGLE BARREL SHERRY CASK 15 YEAR,Single Malt,SPEYSIDE,4.15,86.0,https://distiller.com/spirits/the-balvenie-single-barrel-sherry-cask-15-year,316,THE BALVENIE,4,15,47.8,RICH & FULL BODIED,"{""smoky"":20,""peaty"":0,""spicy"":50,""herbal"":10,""oily"":20,""full_bodied"":60,""rich"":60,""sweet"":30,""briny"":20,""salty"":20,""vanilla"":20,""tart"":10,""fruity"":30,""floral"":20}",20.0,0.0,50.0,10.0,20.0,60.0,60.0,30.0,20.0,20.0,20.0,10.0,30.0,20.0,BALVENIE
THE SINGLETON OF GLENDULLAN 12 YEAR,Single Malt,SPEYSIDE,3.42,84.0,https://distiller.com/spirits/the-singleton-of-glendullan-12-year,326,THE SINGLETON,2,12,40.0,TART & FRUITY,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":30,""oily"":40,""full_bodied"":50,""rich"":50,""sweet"":50,""briny"":0,""salty"":0,""vanilla"":50,""tart"":70,""fruity"":60,""floral"":20}",20.0,0.0,40.0,30.0,40.0,50.0,50.0,50.0,0.0,0.0,50.0,70.0,60.0,20.0,GLENDULLAN
THE MACALLAN EDITION NO. 2,Single Malt,HIGHLAND,4.18,91.0,https://distiller.com/spirits/the-macallan-edition-no-2,313,THE MACALLAN,4,NAS,48.2,FRUITY & RICH,"{""smoky"":10,""peaty"":0,""spicy"":30,""herbal"":0,""oily"":50,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":0,""salty"":0,""vanilla"":30,""tart"":20,""fruity"":80,""floral"":20}",10.0,0.0,30.0,0.0,50.0,70.0,80.0,70.0,0.0,0.0,30.0,20.0,80.0,20.0,MACALLAN
GLENGOYNE 18 YEAR,Single Malt,HIGHLAND,3.92,86.0,https://distiller.com/spirits/glengoyne-18-year,304,GLENGOYNE,4,18,43.0,FRUITY & RICH,"{""smoky"":0,""peaty"":0,""spicy"":80,""herbal"":40,""oily"":50,""full_bodied"":70,""rich"":80,""sweet"":70,""briny"":0,""salty"":20,""vanilla"":40,""tart"":30,""fruity"":90,""floral"":30}",0.0,0.0,80.0,40.0,50.0,70.0,80.0,70.0,0.0,20.0,40.0,30.0,90.0,30.0,GLENGOYNE
THE GLENLIVET MASTER DISTILLER'S RESERVE,Single Malt,SPEYSIDE,3.41,,https://distiller.com/spirits/the-glenlivet-master-distiller-s-reserve,294,THE GLENLIVET,3,NAS,40.0,,,,,,,,,,,,,,,,,GLENLIVET
DEANSTON VIRGIN OAK,Single Malt,HIGHLAND,3.35,77.0,https://distiller.com/spirits/deanston-virgin-oak,290,DEANSTON,2,NAS,46.3,FRUITY,"{""smoky"":15,""peaty"":0,""spicy"":45,""herbal"":40,""oily"":45,""full_bodied"":50,""rich"":50,""sweet"":45,""briny"":0,""salty"":10,""vanilla"":30,""tart"":20,""fruity"":60,""floral"":15}",15.0,0.0,45.0,40.0,45.0,50.0,50.0,45.0,0.0,10.0,30.0,20.0,60.0,15.0,DEANSTON
THE MACALLAN TRIPLE CASK MATURED 12 YEAR,Single Malt,HIGHLAND,3.78,81.0,https://distiller.com/spirits/macallan-triple-cask-matured-12-year,297,THE MACALLAN,3,12,40.0,VANILLA,"{""smoky"":0,""peaty"":0,""spicy"":25,""herbal"":10,""oily"":20,""full_bodied"":30,""rich"":25,""sweet"":35,""briny"":0,""salty"":0,""vanilla"":40,""tart"":20,""fruity"":25,""floral"":10}",0.0,0.0,25.0,10.0,20.0,30.0,25.0,35.0,0.0,0.0,40.0,20.0,25.0,10.0,MACALLAN
STRATHISLA 12 YEAR,Single Malt,SPEYSIDE,3.44,81.0,https://distiller.com/spirits/strathisla-12,285,STRATHISLA,3,12,40.0,FRUITY & SWEET,"{""smoky"":0,""peaty"":0,""spicy"":60,""herbal"":0,""oily"":40,""full_bodied"":60,""rich"":50,""sweet"":80,""briny"":40,""salty"":20,""vanilla"":70,""tart"":60,""fruity"":90,""floral"":40}",0.0,0.0,60.0,0.0,40.0,60.0,50.0,80.0,40.0,20.0,70.0,60.0,90.0,40.0,STRATHISLA
GLEN MORAY ELGIN CLASSIC,Single Malt,SPEYSIDE,3.14,,https://distiller.com/spirits/glen-moray-classic,286,GLEN MORAY,2,NAS,40.0,,,,,,,,,,,,,,,,,GLEN MORAY
THE MACALLAN FINE OAK 12 YEAR,Single Malt,HIGHLAND,3.8,,https://distiller.com/spirits/the-macallan-fine-oak-12-year,285,THE MACALLAN,4,12,40.0,,,,,,,,,,,,,,,,,MACALLAN
TOMATIN 18 YEAR OLOROSO SHERRY CASK FINISH,Single Malt,HIGHLAND,3.72,88.0,https://distiller.com/spirits/tomatin-18-year,288,TOMATIN,3,18,46.0,FLORAL & FRUITY,"{""smoky"":50,""peaty"":20,""spicy"":60,""herbal"":60,""oily"":20,""full_bodied"":50,""rich"":50,""sweet"":60,""briny"":0,""salty"":20,""vanilla"":30,""tart"":30,""fruity"":60,""floral"":60}",50.0,20.0,60.0,60.0,20.0,50.0,50.0,60.0,0.0,20.0,30.0,30.0,60.0,60.0,TOMATIN
GLEN GARIOCH FOUNDER'S RESERVE,Single Malt,HIGHLAND,3.51,90.0,https://distiller.com/spirits/glen-garioch-founder-s-reserve,276,GLEN GARIOCH,2,NAS,48.0,TART & FRUITY,"{""smoky"":20,""peaty"":0,""spicy"":40,""herbal"":50,""oily"":50,""full_bodied"":60,""rich"":60,""sweet"":50,""briny"":30,""salty"":0,""vanilla"":60,""tart"":70,""fruity"":60,""floral"":20}",20.0,0.0,40.0,50.0,50.0,60.0,60.0,50.0,30.0,0.0,60.0,70.0,60.0,20.0,GLEN GARIOCH
LEDAIG SINCLAIR SERIES RIOJA CASK,Peated Single Malt,ISLE OF MULL,3.36,,https://distiller.com/spirits/ledaig-sinclair-series-rioja-cask,9,,2,NAS,46.3,,,,,,,,,,,,,,,,,OTHER
ISLAY GOLD LORCAN ISLAY SINGLE MALT,Peated Single Malt,ISLAY,3.44,,https://distiller.com/spirits/islay-gold-lorcan-islay-single-malt,10,ISLAY GOLD,2,NAS,46.0,,,,,,,,,,,,,,,,,ISLAY GOLD
'AS WE GET IT' CASK STRENGTH ISLAY SINGLE MALT (IAN MACLEOD),Peated Single Malt,ISLAY,3.64,,https://distiller.com/spirits/as-we-get-it,9,,3,NAS,60.5,,,,,,,,,,,,,,,,,OTHER
